#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
61420,43648700,BDV27DRAFT_10002,BDV27DRAFT_10002,-,-,Unknown,-,methyltransferase-domain-containing protein,protein-coding,-,-,-,methyltransferase-domain-containing protein,20210306,-
61420,43648856,BDV27DRAFT_106547,BDV27DRAFT_106547,-,-,Unknown,-,snare-complex protein syntaxin-18 N-terminus-domain-containing protein,protein-coding,-,-,-,snare-complex protein syntaxin-18 N-terminus-domain-containing protein,20210306,-
61420,43648857,BDV27DRAFT_106582,BDV27DRAFT_106582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648858,BDV27DRAFT_106622,BDV27DRAFT_106622,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648859,BDV27DRAFT_10664,BDV27DRAFT_10664,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648860,BDV27DRAFT_106677,BDV27DRAFT_106677,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20201217,-
61420,43648861,BDV27DRAFT_106689,BDV27DRAFT_106689,-,-,Unknown,-,Mechanosensitive ion channel-domain-containing protein,protein-coding,-,-,-,Mechanosensitive ion channel-domain-containing protein,20210306,-
61420,43648862,BDV27DRAFT_106725,BDV27DRAFT_106725,-,-,Unknown,-,biotin-protein ligase,protein-coding,-,-,-,biotin-protein ligase,20210306,-
61420,43648863,BDV27DRAFT_106776,BDV27DRAFT_106776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648864,BDV27DRAFT_106784,BDV27DRAFT_106784,-,-,Unknown,-,glycoside hydrolase superfamily,protein-coding,-,-,-,glycoside hydrolase superfamily,20210306,-
61420,43648865,BDV27DRAFT_106824,BDV27DRAFT_106824,-,-,Unknown,-,"TB2/DP1, HVA22 family-domain-containing protein",protein-coding,-,-,-,"TB2/DP1, HVA22 family-domain-containing protein",20210306,-
61420,43648866,BDV27DRAFT_106833,BDV27DRAFT_106833,-,-,Unknown,-,NRDE protein-domain-containing protein,protein-coding,-,-,-,NRDE protein-domain-containing protein,20210306,-
61420,43648867,BDV27DRAFT_106910,BDV27DRAFT_106910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648868,BDV27DRAFT_106912,BDV27DRAFT_106912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648869,BDV27DRAFT_106914,BDV27DRAFT_106914,-,-,Unknown,-,mitochondrial matrix Mmp37-domain-containing protein,protein-coding,-,-,-,mitochondrial matrix Mmp37-domain-containing protein,20210306,-
61420,43648870,BDV27DRAFT_106920,BDV27DRAFT_106920,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648871,BDV27DRAFT_106924,BDV27DRAFT_106924,-,-,Unknown,-,RNA polymerase,protein-coding,-,-,-,RNA polymerase,20210306,-
61420,43648872,BDV27DRAFT_106980,BDV27DRAFT_106980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648873,BDV27DRAFT_107072,BDV27DRAFT_107072,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648874,BDV27DRAFT_107090,BDV27DRAFT_107090,-,-,Unknown,-,synaptobrevin-domain-containing protein,protein-coding,-,-,-,synaptobrevin-domain-containing protein,20201201,-
61420,43648875,BDV27DRAFT_107123,BDV27DRAFT_107123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648876,BDV27DRAFT_107130,BDV27DRAFT_107130,-,-,Unknown,-,Borealin N terminal-domain-containing protein,protein-coding,-,-,-,Borealin N terminal-domain-containing protein,20210306,-
61420,43648877,BDV27DRAFT_10724,BDV27DRAFT_10724,-,-,Unknown,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",protein-coding,-,-,-,"permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein",20201217,-
61420,43648878,BDV27DRAFT_107295,BDV27DRAFT_107295,-,-,Unknown,-,high affinity cAMP phosphodiesterase,protein-coding,-,-,-,high affinity cAMP phosphodiesterase,20210306,-
61420,43648879,BDV27DRAFT_107340,BDV27DRAFT_107340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648880,BDV27DRAFT_107357,BDV27DRAFT_107357,-,-,Unknown,-,Golgi CORVET complex core vacuolar protein 8-domain-containing protein,protein-coding,-,-,-,Golgi CORVET complex core vacuolar protein 8-domain-containing protein,20210306,-
61420,43648881,BDV27DRAFT_107389,BDV27DRAFT_107389,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648882,BDV27DRAFT_10739,BDV27DRAFT_10739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648883,BDV27DRAFT_107423,BDV27DRAFT_107423,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648884,BDV27DRAFT_107452,BDV27DRAFT_107452,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648885,BDV27DRAFT_107467,BDV27DRAFT_107467,-,-,Unknown,-,Vta1 like-domain-containing protein,protein-coding,-,-,-,Vta1 like-domain-containing protein,20210306,-
61420,43648886,BDV27DRAFT_107517,BDV27DRAFT_107517,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648887,BDV27DRAFT_107523,BDV27DRAFT_107523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648888,BDV27DRAFT_107525,BDV27DRAFT_107525,-,-,Unknown,-,glycosyl transferase family 41-domain-containing protein,protein-coding,-,-,-,glycosyl transferase family 41-domain-containing protein,20210306,-
61420,43648889,BDV27DRAFT_107546,BDV27DRAFT_107546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648890,BDV27DRAFT_107547,BDV27DRAFT_107547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648891,BDV27DRAFT_107566,BDV27DRAFT_107566,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648892,BDV27DRAFT_107602,BDV27DRAFT_107602,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648893,BDV27DRAFT_107632,BDV27DRAFT_107632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648894,BDV27DRAFT_107720,BDV27DRAFT_107720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43648895,BDV27DRAFT_107787,BDV27DRAFT_107787,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43648896,BDV27DRAFT_107869,BDV27DRAFT_107869,-,-,Unknown,-,EthD domain-containing protein,protein-coding,-,-,-,EthD domain-containing protein,20210306,-
61420,43648897,BDV27DRAFT_107927,BDV27DRAFT_107927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648898,BDV27DRAFT_10798,BDV27DRAFT_10798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648899,BDV27DRAFT_108334,BDV27DRAFT_108334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648900,BDV27DRAFT_108367,BDV27DRAFT_108367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648901,BDV27DRAFT_108458,BDV27DRAFT_108458,-,-,Unknown,-,STE like transcription factor-domain-containing protein,protein-coding,-,-,-,STE like transcription factor-domain-containing protein,20210306,-
61420,43648902,BDV27DRAFT_108486,BDV27DRAFT_108486,-,-,Unknown,-,alcohol dehydrogenase 1,protein-coding,-,-,-,alcohol dehydrogenase 1,20201217,-
61420,43648903,BDV27DRAFT_108637,BDV27DRAFT_108637,-,-,Unknown,-,"TB2/DP1, HVA22 family-domain-containing protein",protein-coding,-,-,-,"TB2/DP1, HVA22 family-domain-containing protein",20210306,-
61420,43648904,BDV27DRAFT_108661,BDV27DRAFT_108661,-,-,Unknown,-,autophagy-related protein,protein-coding,-,-,-,autophagy-related protein,20210129,-
61420,43648905,BDV27DRAFT_108679,BDV27DRAFT_108679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648906,BDV27DRAFT_108684,BDV27DRAFT_108684,-,-,Unknown,-,SNF2 family N-terminal domain-containing protein,protein-coding,-,-,-,SNF2 family N-terminal domain-containing protein,20210306,-
61420,43648907,BDV27DRAFT_108689,BDV27DRAFT_108689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648908,BDV27DRAFT_108720,BDV27DRAFT_108720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648909,BDV27DRAFT_108763,BDV27DRAFT_108763,-,-,Unknown,-,C2H2 type zinc finger domain protein,protein-coding,-,-,-,C2H2 type zinc finger domain protein,20200526,-
61420,43648910,BDV27DRAFT_108767,BDV27DRAFT_108767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648911,BDV27DRAFT_108776,BDV27DRAFT_108776,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
61420,43648912,BDV27DRAFT_108781,BDV27DRAFT_108781,-,-,Unknown,-,ribosomal protein L5 domain-containing protein,protein-coding,-,-,-,ribosomal protein L5 domain-containing protein,20210306,-
61420,43648913,BDV27DRAFT_108812,BDV27DRAFT_108812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648914,BDV27DRAFT_108813,BDV27DRAFT_108813,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648915,BDV27DRAFT_108841,BDV27DRAFT_108841,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
61420,43648916,BDV27DRAFT_108842,BDV27DRAFT_108842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648917,BDV27DRAFT_108865,BDV27DRAFT_108865,-,-,Unknown,-,secretory lipase-domain-containing protein,protein-coding,-,-,-,secretory lipase-domain-containing protein,20210306,-
61420,43648918,BDV27DRAFT_108930,BDV27DRAFT_108930,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20201217,-
61420,43648919,BDV27DRAFT_108968,BDV27DRAFT_108968,-,-,Unknown,-,choline dehydrogenase,protein-coding,-,-,-,choline dehydrogenase,20201217,-
61420,43648920,BDV27DRAFT_108989,BDV27DRAFT_108989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648921,BDV27DRAFT_1090,BDV27DRAFT_1090,-,-,Unknown,-,neutral protease 2,protein-coding,-,-,-,neutral protease 2,20201217,-
61420,43648922,BDV27DRAFT_109007,BDV27DRAFT_109007,-,-,Unknown,-,aspartic peptidase domain-containing protein,protein-coding,-,-,-,aspartic peptidase domain-containing protein,20210306,-
61420,43648923,BDV27DRAFT_109060,BDV27DRAFT_109060,-,-,Unknown,-,aspartic peptidase domain-containing protein,protein-coding,-,-,-,aspartic peptidase domain-containing protein,20210306,-
61420,43648924,BDV27DRAFT_109166,BDV27DRAFT_109166,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
61420,43648925,BDV27DRAFT_109174,BDV27DRAFT_109174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648926,BDV27DRAFT_109188,BDV27DRAFT_109188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648927,BDV27DRAFT_109193,BDV27DRAFT_109193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648928,BDV27DRAFT_109270,BDV27DRAFT_109270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648929,BDV27DRAFT_109334,BDV27DRAFT_109334,-,-,Unknown,-,Molybdopterin synthase sulfur carrier subunit,protein-coding,-,-,-,Molybdopterin synthase sulfur carrier subunit,20201217,-
61420,43648930,BDV27DRAFT_109339,BDV27DRAFT_109339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648931,BDV27DRAFT_109362,BDV27DRAFT_109362,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648932,BDV27DRAFT_109402,BDV27DRAFT_109402,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
61420,43648933,BDV27DRAFT_109427,BDV27DRAFT_109427,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648934,BDV27DRAFT_109433,BDV27DRAFT_109433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648935,BDV27DRAFT_109439,BDV27DRAFT_109439,-,-,Unknown,-,Carboxylesterase family-domain-containing protein,protein-coding,-,-,-,Carboxylesterase family-domain-containing protein,20210306,-
61420,43648936,BDV27DRAFT_109461,BDV27DRAFT_109461,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648937,BDV27DRAFT_109513,BDV27DRAFT_109513,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648938,BDV27DRAFT_109639,BDV27DRAFT_109639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648939,BDV27DRAFT_109653,BDV27DRAFT_109653,-,-,Unknown,-,C2 domain-containing protein,protein-coding,-,-,-,C2 domain-containing protein,20201217,-
61420,43648940,BDV27DRAFT_1097,BDV27DRAFT_1097,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648941,BDV27DRAFT_109841,BDV27DRAFT_109841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648942,BDV27DRAFT_109842,BDV27DRAFT_109842,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648943,BDV27DRAFT_109879,BDV27DRAFT_109879,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648944,BDV27DRAFT_109912,BDV27DRAFT_109912,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
61420,43648945,BDV27DRAFT_109933,BDV27DRAFT_109933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648946,BDV27DRAFT_109974,BDV27DRAFT_109974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648947,BDV27DRAFT_110014,BDV27DRAFT_110014,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648948,BDV27DRAFT_110113,BDV27DRAFT_110113,-,-,Unknown,-,ATP-dependent RNA helicase DBP2,protein-coding,-,-,-,ATP-dependent RNA helicase DBP2,20201217,-
61420,43648949,BDV27DRAFT_110229,BDV27DRAFT_110229,-,-,Unknown,-,T-complex protein 11-domain-containing protein,protein-coding,-,-,-,T-complex protein 11-domain-containing protein,20210306,-
61420,43648950,BDV27DRAFT_110235,BDV27DRAFT_110235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43648951,BDV27DRAFT_110272,BDV27DRAFT_110272,-,-,Unknown,-,RAM signaling pathway protein-domain-containing protein,protein-coding,-,-,-,RAM signaling pathway protein-domain-containing protein,20210306,-
61420,43648952,BDV27DRAFT_110295,BDV27DRAFT_110295,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
61420,43648953,BDV27DRAFT_110296,BDV27DRAFT_110296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43648954,BDV27DRAFT_11032,BDV27DRAFT_11032,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210306,-
61420,43648955,BDV27DRAFT_110334,BDV27DRAFT_110334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43648956,BDV27DRAFT_110344,BDV27DRAFT_110344,-,-,Unknown,-,small subunit of acetolactate synthase-domain-containing protein,protein-coding,-,-,-,small subunit of acetolactate synthase-domain-containing protein,20201217,-
61420,43648957,BDV27DRAFT_11035,BDV27DRAFT_11035,-,-,Unknown,-,anaphase-promoting complex subunit 11,protein-coding,-,-,-,anaphase-promoting complex subunit 11,20210123,-
61420,43648958,BDV27DRAFT_11036,BDV27DRAFT_11036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648959,BDV27DRAFT_110395,BDV27DRAFT_110395,-,-,Unknown,-,rRNA-processing arch domain-containing protein,protein-coding,-,-,-,rRNA-processing arch domain-containing protein,20201217,-
61420,43648960,BDV27DRAFT_110403,BDV27DRAFT_110403,-,-,Unknown,-,IKI3 family-domain-containing protein,protein-coding,-,-,-,IKI3 family-domain-containing protein,20210306,-
61420,43648961,BDV27DRAFT_110406,BDV27DRAFT_110406,-,-,Unknown,-,GHMP kinase,protein-coding,-,-,-,GHMP kinase,20210306,-
61420,43648962,BDV27DRAFT_110414,BDV27DRAFT_110414,-,-,Unknown,-,t-SNARE,protein-coding,-,-,-,t-SNARE,20210306,-
61420,43648963,BDV27DRAFT_110417,BDV27DRAFT_110417,-,-,Unknown,-,nucleoporin protein Ndc1-Nup,protein-coding,-,-,-,nucleoporin protein Ndc1-Nup,20210306,-
61420,43648964,BDV27DRAFT_11042,BDV27DRAFT_11042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43648965,BDV27DRAFT_110459,BDV27DRAFT_110459,-,-,Unknown,-,protein-tyrosine phosphatase-like protein,protein-coding,-,-,-,protein-tyrosine phosphatase-like protein,20201217,-
61420,43648966,BDV27DRAFT_110542,BDV27DRAFT_110542,-,-,Unknown,-,HotDog domain-containing protein,protein-coding,-,-,-,HotDog domain-containing protein,20201217,-
61420,43648967,BDV27DRAFT_110655,BDV27DRAFT_110655,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43648968,BDV27DRAFT_110677,BDV27DRAFT_110677,-,-,Unknown,-,FMN-dependent dehydrogenase-domain-containing protein,protein-coding,-,-,-,FMN-dependent dehydrogenase-domain-containing protein,20210306,-
61420,43648969,BDV27DRAFT_110678,BDV27DRAFT_110678,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43648970,BDV27DRAFT_110690,BDV27DRAFT_110690,-,-,Unknown,-,tyrosine phosphatase family-domain-containing protein,protein-coding,-,-,-,tyrosine phosphatase family-domain-containing protein,20201217,-
61420,43648971,BDV27DRAFT_11074,BDV27DRAFT_11074,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
61420,43648972,BDV27DRAFT_110744,BDV27DRAFT_110744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43648973,BDV27DRAFT_11076,BDV27DRAFT_11076,-,-,Unknown,-,PIG-M-domain-containing protein,protein-coding,-,-,-,PIG-M-domain-containing protein,20210306,-
61420,43648974,BDV27DRAFT_110763,BDV27DRAFT_110763,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43648975,BDV27DRAFT_11094,BDV27DRAFT_11094,-,-,Unknown,-,X-domain of DnaJ-containing-domain-containing protein,protein-coding,-,-,-,X-domain of DnaJ-containing-domain-containing protein,20210306,-
61420,43648976,BDV27DRAFT_110996,BDV27DRAFT_110996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648977,BDV27DRAFT_111000,BDV27DRAFT_111000,-,-,Unknown,-,armadillo-type protein,protein-coding,-,-,-,armadillo-type protein,20210306,-
61420,43648978,BDV27DRAFT_111057,BDV27DRAFT_111057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648979,BDV27DRAFT_111190,BDV27DRAFT_111190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43648980,BDV27DRAFT_11127,BDV27DRAFT_11127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43648981,BDV27DRAFT_111277,BDV27DRAFT_111277,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
