#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1450535,37107590,BO94DRAFT_100549,BO94DRAFT_100549,-,-,Unknown,-,ARF/SAR superfamily,protein-coding,-,-,-,ARF/SAR superfamily,20180721,-
1450535,37107760,BO94DRAFT_12683,BO94DRAFT_12683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107761,BO94DRAFT_126926,BO94DRAFT_126926,-,-,Unknown,-,"exo-beta-1,3-glucanase",protein-coding,-,-,-,"exo-beta-1,3-glucanase",20181013,-
1450535,37107762,BO94DRAFT_126975,BO94DRAFT_126975,-,-,Unknown,-,sure-like protein,protein-coding,-,-,-,sure-like protein,20181013,-
1450535,37107763,BO94DRAFT_127135,BO94DRAFT_127135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107764,BO94DRAFT_127748,BO94DRAFT_127748,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107765,BO94DRAFT_128039,BO94DRAFT_128039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107766,BO94DRAFT_128246,BO94DRAFT_128246,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20181013,-
1450535,37107767,BO94DRAFT_128472,BO94DRAFT_128472,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107768,BO94DRAFT_128866,BO94DRAFT_128866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107769,BO94DRAFT_129222,BO94DRAFT_129222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107770,BO94DRAFT_129637,BO94DRAFT_129637,-,-,Unknown,-,"endo-1,3-beta-glucanase Engl1",protein-coding,-,-,-,"endo-1,3-beta-glucanase Engl1",20181013,-
1450535,37107771,BO94DRAFT_129695,BO94DRAFT_129695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107772,BO94DRAFT_129829,BO94DRAFT_129829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107773,BO94DRAFT_129987,BO94DRAFT_129987,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107774,BO94DRAFT_129988,BO94DRAFT_129988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107775,BO94DRAFT_130073,BO94DRAFT_130073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107776,BO94DRAFT_130081,BO94DRAFT_130081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107777,BO94DRAFT_130095,BO94DRAFT_130095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107778,BO94DRAFT_130147,BO94DRAFT_130147,-,-,Unknown,-,"xyloglucan-specific endo-beta-1,4-glucanase precursor",protein-coding,-,-,-,"xyloglucan-specific endo-beta-1,4-glucanase precursor",20181013,-
1450535,37107779,BO94DRAFT_130175,BO94DRAFT_130175,-,-,Unknown,-,cytoplasmic tRNA 2-thiolation protein 1,protein-coding,-,-,-,cytoplasmic tRNA 2-thiolation protein 1,20181013,-
1450535,37107780,BO94DRAFT_130207,BO94DRAFT_130207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107781,BO94DRAFT_130418,BO94DRAFT_130418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107782,BO94DRAFT_130427,BO94DRAFT_130427,-,-,Unknown,-,HECT-domain-containing protein,protein-coding,-,-,-,HECT-domain-containing protein,20181013,-
1450535,37107783,BO94DRAFT_130467,BO94DRAFT_130467,-,-,Unknown,-,RING finger domain protein,protein-coding,-,-,-,RING finger domain protein,20181013,-
1450535,37107784,BO94DRAFT_13063,BO94DRAFT_13063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107785,BO94DRAFT_130676,BO94DRAFT_130676,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107786,BO94DRAFT_131086,BO94DRAFT_131086,-,-,Unknown,-,60S ribosomal protein L20,protein-coding,-,-,-,60S ribosomal protein L20,20181013,-
1450535,37107787,BO94DRAFT_13115,BO94DRAFT_13115,-,-,Unknown,-,LCCL domain protein,protein-coding,-,-,-,LCCL domain protein,20181013,-
1450535,37107788,BO94DRAFT_131191,BO94DRAFT_131191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107789,BO94DRAFT_131244,BO94DRAFT_131244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107790,BO94DRAFT_131313,BO94DRAFT_131313,-,-,Unknown,-,general stress response phospho protein phosphatase Psr1/2,protein-coding,-,-,-,general stress response phospho protein phosphatase Psr1/2,20181013,-
1450535,37107791,BO94DRAFT_131605,BO94DRAFT_131605,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107792,BO94DRAFT_131779,BO94DRAFT_131779,-,-,Unknown,-,leucine rich repeat domain protein,protein-coding,-,-,-,leucine rich repeat domain protein,20181013,-
1450535,37107793,BO94DRAFT_132,BO94DRAFT_132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107794,BO94DRAFT_132067,BO94DRAFT_132067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107795,BO94DRAFT_132107,BO94DRAFT_132107,-,-,Unknown,-,sulfate transporter,protein-coding,-,-,-,sulfate transporter,20181013,-
1450535,37107796,BO94DRAFT_132158,BO94DRAFT_132158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107797,BO94DRAFT_132418,BO94DRAFT_132418,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107798,BO94DRAFT_132444,BO94DRAFT_132444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107799,BO94DRAFT_132457,BO94DRAFT_132457,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107800,BO94DRAFT_132488,BO94DRAFT_132488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107801,BO94DRAFT_13256,BO94DRAFT_13256,-,-,Unknown,-,"alpha-1,6-mannosyltransferase subunit",protein-coding,-,-,-,"alpha-1,6-mannosyltransferase subunit",20181013,-
1450535,37107802,BO94DRAFT_132578,BO94DRAFT_132578,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107803,BO94DRAFT_132647,BO94DRAFT_132647,-,-,Unknown,-,eukaryotic translation initiation factor 3 subunit EifCa,protein-coding,-,-,-,eukaryotic translation initiation factor 3 subunit EifCa,20181013,-
1450535,37107804,BO94DRAFT_132764,BO94DRAFT_132764,-,-,Unknown,-,PHD finger and BAH domain protein,protein-coding,-,-,-,PHD finger and BAH domain protein,20181013,-
1450535,37107805,BO94DRAFT_133006,BO94DRAFT_133006,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107806,BO94DRAFT_13320,BO94DRAFT_13320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107807,BO94DRAFT_133464,BO94DRAFT_133464,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107808,BO94DRAFT_13350,BO94DRAFT_13350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107809,BO94DRAFT_133555,BO94DRAFT_133555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107810,BO94DRAFT_133566,BO94DRAFT_133566,-,-,Unknown,-,UDP-N-acetylglucosaminyltransferase,protein-coding,-,-,-,UDP-N-acetylglucosaminyltransferase,20181013,-
1450535,37107811,BO94DRAFT_133673,BO94DRAFT_133673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107812,BO94DRAFT_133702,BO94DRAFT_133702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107813,BO94DRAFT_133787,BO94DRAFT_133787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107814,BO94DRAFT_133822,BO94DRAFT_133822,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107815,BO94DRAFT_133863,BO94DRAFT_133863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107816,BO94DRAFT_133962,BO94DRAFT_133962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107817,BO94DRAFT_13397,BO94DRAFT_13397,-,-,Unknown,-,arylsulfotransferase,protein-coding,-,-,-,arylsulfotransferase,20181013,-
1450535,37107818,BO94DRAFT_134120,BO94DRAFT_134120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107819,BO94DRAFT_134330,BO94DRAFT_134330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107820,BO94DRAFT_134367,BO94DRAFT_134367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107821,BO94DRAFT_134513,BO94DRAFT_134513,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107822,BO94DRAFT_134546,BO94DRAFT_134546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107823,BO94DRAFT_134671,BO94DRAFT_134671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107824,BO94DRAFT_134678,BO94DRAFT_134678,-,-,Unknown,-,6-phosphogluconolactonase,protein-coding,-,-,-,6-phosphogluconolactonase,20181013,-
1450535,37107825,BO94DRAFT_134698,BO94DRAFT_134698,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107826,BO94DRAFT_134923,BO94DRAFT_134923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107827,BO94DRAFT_134991,BO94DRAFT_134991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107828,BO94DRAFT_135031,BO94DRAFT_135031,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107829,BO94DRAFT_135082,BO94DRAFT_135082,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20181013,-
1450535,37107830,BO94DRAFT_135216,BO94DRAFT_135216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107831,BO94DRAFT_135217,BO94DRAFT_135217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107832,BO94DRAFT_135253,BO94DRAFT_135253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107833,BO94DRAFT_135271,BO94DRAFT_135271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107834,BO94DRAFT_135359,BO94DRAFT_135359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107835,BO94DRAFT_135417,BO94DRAFT_135417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107836,BO94DRAFT_1356,BO94DRAFT_1356,-,-,Unknown,-,C6 zinc finger domain protein,protein-coding,-,-,-,C6 zinc finger domain protein,20181013,-
1450535,37107837,BO94DRAFT_135745,BO94DRAFT_135745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107838,BO94DRAFT_136101,BO94DRAFT_136101,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107839,BO94DRAFT_136249,BO94DRAFT_136249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107840,BO94DRAFT_136324,BO94DRAFT_136324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107841,BO94DRAFT_13681,BO94DRAFT_13681,-,-,Unknown,-,SVP1-like protein 2,protein-coding,-,-,-,SVP1-like protein 2,20181013,-
1450535,37107842,BO94DRAFT_136856,BO94DRAFT_136856,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107843,BO94DRAFT_136889,BO94DRAFT_136889,-,-,Unknown,-,respiratory complex assembly protein Rmp1,protein-coding,-,-,-,respiratory complex assembly protein Rmp1,20181013,-
1450535,37107844,BO94DRAFT_136951,BO94DRAFT_136951,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20181013,-
1450535,37107845,BO94DRAFT_137134,BO94DRAFT_137134,-,-,Unknown,-,beta subunit of phenylalanyl-tRNA synthetase,protein-coding,-,-,-,beta subunit of phenylalanyl-tRNA synthetase,20181013,-
1450535,37107846,BO94DRAFT_137298,BO94DRAFT_137298,-,-,Unknown,-,oxidoreductase,protein-coding,-,-,-,oxidoreductase,20181013,-
1450535,37107847,BO94DRAFT_137600,BO94DRAFT_137600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107848,BO94DRAFT_137667,BO94DRAFT_137667,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20181013,-
1450535,37107849,BO94DRAFT_138172,BO94DRAFT_138172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107850,BO94DRAFT_138173,BO94DRAFT_138173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107851,BO94DRAFT_138177,BO94DRAFT_138177,-,-,Unknown,-,mitochondrial 54S ribosomal protein YmL19,protein-coding,-,-,-,mitochondrial 54S ribosomal protein YmL19,20181013,-
1450535,37107852,BO94DRAFT_138420,BO94DRAFT_138420,-,-,Unknown,-,Rho guanyl nucleotide exchange factor,protein-coding,-,-,-,Rho guanyl nucleotide exchange factor,20181013,-
1450535,37107853,BO94DRAFT_138640,BO94DRAFT_138640,-,-,Unknown,-,eukaryotic initiation factor 1A,protein-coding,-,-,-,eukaryotic initiation factor 1A,20181013,-
1450535,37107854,BO94DRAFT_138709,BO94DRAFT_138709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107855,BO94DRAFT_138735,BO94DRAFT_138735,-,-,Unknown,-,serine/threonine specific protein phosphatase,protein-coding,-,-,-,serine/threonine specific protein phosphatase,20181013,-
1450535,37107856,BO94DRAFT_138776,BO94DRAFT_138776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107857,BO94DRAFT_138786,BO94DRAFT_138786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107858,BO94DRAFT_139347,BO94DRAFT_139347,-,-,Unknown,-,PH domain protein,protein-coding,-,-,-,PH domain protein,20181013,-
1450535,37107859,BO94DRAFT_139650,BO94DRAFT_139650,-,-,Unknown,-,guanine nucleotide-binding protein beta subunit,protein-coding,-,-,-,guanine nucleotide-binding protein beta subunit,20181013,-
1450535,37107860,BO94DRAFT_139923,BO94DRAFT_139923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107861,BO94DRAFT_139927,BO94DRAFT_139927,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107862,BO94DRAFT_139935,BO94DRAFT_139935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107863,BO94DRAFT_139966,BO94DRAFT_139966,-,-,Unknown,-,WD repeat protein,protein-coding,-,-,-,WD repeat protein,20181013,-
1450535,37107864,BO94DRAFT_140455,BO94DRAFT_140455,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107865,BO94DRAFT_140456,BO94DRAFT_140456,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20181013,-
1450535,37107866,BO94DRAFT_140595,BO94DRAFT_140595,-,-,Unknown,-,67 kDa myosin-cross-reactive antigen like protein,protein-coding,-,-,-,67 kDa myosin-cross-reactive antigen like protein,20181013,-
1450535,37107867,BO94DRAFT_141569,BO94DRAFT_141569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107868,BO94DRAFT_141598,BO94DRAFT_141598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107869,BO94DRAFT_141709,BO94DRAFT_141709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107870,BO94DRAFT_141727,BO94DRAFT_141727,-,-,Unknown,-,succinate-semialdehyde dehydrogenase [NADP+],protein-coding,-,-,-,succinate-semialdehyde dehydrogenase [NADP+],20181013,-
1450535,37107871,BO94DRAFT_141754,BO94DRAFT_141754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107872,BO94DRAFT_142197,BO94DRAFT_142197,-,-,Unknown,-,FKBP-type peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,FKBP-type peptidyl-prolyl cis-trans isomerase,20181013,-
1450535,37107873,BO94DRAFT_142255,BO94DRAFT_142255,-,-,Unknown,-,putative alcohol dehydrogenase,protein-coding,-,-,-,putative alcohol dehydrogenase,20181013,-
1450535,37107874,BO94DRAFT_142286,BO94DRAFT_142286,-,-,Unknown,-,putative nucleoside transporter,protein-coding,-,-,-,putative nucleoside transporter,20181013,-
1450535,37107875,BO94DRAFT_142784,BO94DRAFT_142784,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107876,BO94DRAFT_14286,BO94DRAFT_14286,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20181013,-
1450535,37107877,BO94DRAFT_142970,BO94DRAFT_142970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107878,BO94DRAFT_143118,BO94DRAFT_143118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107879,BO94DRAFT_143216,BO94DRAFT_143216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107880,BO94DRAFT_143225,BO94DRAFT_143225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107881,BO94DRAFT_143759,BO94DRAFT_143759,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107882,BO94DRAFT_143947,BO94DRAFT_143947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107883,BO94DRAFT_143955,BO94DRAFT_143955,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107884,BO94DRAFT_144000,BO94DRAFT_144000,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107885,BO94DRAFT_144010,BO94DRAFT_144010,-,-,Unknown,-,nucleoside transporter,protein-coding,-,-,-,nucleoside transporter,20181013,-
1450535,37107886,BO94DRAFT_144011,BO94DRAFT_144011,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107887,BO94DRAFT_144178,BO94DRAFT_144178,-,-,Unknown,-,monocarboxylate permease,protein-coding,-,-,-,monocarboxylate permease,20181013,-
1450535,37107888,BO94DRAFT_144332,BO94DRAFT_144332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107889,BO94DRAFT_144335,BO94DRAFT_144335,-,-,Unknown,-,tyrosinase,protein-coding,-,-,-,tyrosinase,20181013,-
1450535,37107890,BO94DRAFT_144526,BO94DRAFT_144526,-,-,Unknown,-,vacuolar calcium ion transporter,protein-coding,-,-,-,vacuolar calcium ion transporter,20181013,-
1450535,37107891,BO94DRAFT_144555,BO94DRAFT_144555,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20181013,-
1450535,37107892,BO94DRAFT_14468,BO94DRAFT_14468,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107893,BO94DRAFT_144721,BO94DRAFT_144721,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107894,BO94DRAFT_144776,BO94DRAFT_144776,-,-,Unknown,-,calcium/proton exchanger,protein-coding,-,-,-,calcium/proton exchanger,20181013,-
1450535,37107895,BO94DRAFT_14484,BO94DRAFT_14484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20181013,-
1450535,37107896,BO94DRAFT_144889,BO94DRAFT_144889,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107897,BO94DRAFT_145057,BO94DRAFT_145057,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20180712,-
1450535,37107898,BO94DRAFT_145060,BO94DRAFT_145060,-,-,Unknown,-,NCS1 allantoate transporter,protein-coding,-,-,-,NCS1 allantoate transporter,20181013,-
1450535,37107899,BO94DRAFT_145061,BO94DRAFT_145061,-,-,Unknown,-,carbon-nitrogen hydrolase,protein-coding,-,-,-,carbon-nitrogen hydrolase,20181013,-
