#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1314785,63818182,LAESUDRAFT_100037,LAESUDRAFT_100037,-,-,Unknown,-,peroxisomal acyl-CoA-dehydrogenase,protein-coding,-,-,-,peroxisomal acyl-CoA-dehydrogenase,20210421,-
1314785,63818347,LAESUDRAFT_137962,LAESUDRAFT_137962,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818348,LAESUDRAFT_138709,LAESUDRAFT_138709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818349,LAESUDRAFT_139179,LAESUDRAFT_139179,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818350,LAESUDRAFT_139295,LAESUDRAFT_139295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818351,LAESUDRAFT_139739,LAESUDRAFT_139739,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818352,LAESUDRAFT_139767,LAESUDRAFT_139767,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818353,LAESUDRAFT_139999,LAESUDRAFT_139999,-,-,Unknown,-,DUF1764-domain-containing protein,protein-coding,-,-,-,DUF1764-domain-containing protein,20210421,-
1314785,63818354,LAESUDRAFT_140022,LAESUDRAFT_140022,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210421,-
1314785,63818355,LAESUDRAFT_140293,LAESUDRAFT_140293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818356,LAESUDRAFT_140868,LAESUDRAFT_140868,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818357,LAESUDRAFT_14154,LAESUDRAFT_14154,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818358,LAESUDRAFT_141611,LAESUDRAFT_141611,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818359,LAESUDRAFT_142529,LAESUDRAFT_142529,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818360,LAESUDRAFT_142538,LAESUDRAFT_142538,-,-,Unknown,-,aspartate-tRNA ligase,protein-coding,-,-,-,aspartate-tRNA ligase,20210421,-
1314785,63818361,LAESUDRAFT_143088,LAESUDRAFT_143088,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818362,LAESUDRAFT_143358,LAESUDRAFT_143358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818363,LAESUDRAFT_143492,LAESUDRAFT_143492,-,-,Unknown,-,phosphoglycerate mutase-like protein,protein-coding,-,-,-,phosphoglycerate mutase-like protein,20210421,-
1314785,63818364,LAESUDRAFT_144971,LAESUDRAFT_144971,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818365,LAESUDRAFT_145109,LAESUDRAFT_145109,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818366,LAESUDRAFT_145141,LAESUDRAFT_145141,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818367,LAESUDRAFT_145182,LAESUDRAFT_145182,-,-,Unknown,-,POZ domain-containing protein,protein-coding,-,-,-,POZ domain-containing protein,20210421,-
1314785,63818368,LAESUDRAFT_145186,LAESUDRAFT_145186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818369,LAESUDRAFT_145384,LAESUDRAFT_145384,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818370,LAESUDRAFT_145667,LAESUDRAFT_145667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818371,LAESUDRAFT_146098,LAESUDRAFT_146098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818372,LAESUDRAFT_146380,LAESUDRAFT_146380,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818373,LAESUDRAFT_146476,LAESUDRAFT_146476,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818374,LAESUDRAFT_146479,LAESUDRAFT_146479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818375,LAESUDRAFT_146540,LAESUDRAFT_146540,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818376,LAESUDRAFT_146633,LAESUDRAFT_146633,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818377,LAESUDRAFT_146667,LAESUDRAFT_146667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818378,LAESUDRAFT_146710,LAESUDRAFT_146710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818379,LAESUDRAFT_146922,LAESUDRAFT_146922,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818380,LAESUDRAFT_146943,LAESUDRAFT_146943,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818381,LAESUDRAFT_14697,LAESUDRAFT_14697,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818382,LAESUDRAFT_146989,LAESUDRAFT_146989,-,-,Unknown,-,UbiA prenyltransferase,protein-coding,-,-,-,UbiA prenyltransferase,20210421,-
1314785,63818383,LAESUDRAFT_147053,LAESUDRAFT_147053,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818384,LAESUDRAFT_147295,LAESUDRAFT_147295,-,-,Unknown,-,FAD/NAD-P-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD-P-binding domain-containing protein,20210421,-
1314785,63818385,LAESUDRAFT_147443,LAESUDRAFT_147443,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818386,LAESUDRAFT_147816,LAESUDRAFT_147816,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818387,LAESUDRAFT_147846,LAESUDRAFT_147846,-,-,Unknown,-,iron reductase,protein-coding,-,-,-,iron reductase,20210421,-
1314785,63818388,LAESUDRAFT_147937,LAESUDRAFT_147937,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818389,LAESUDRAFT_148257,LAESUDRAFT_148257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818390,LAESUDRAFT_149429,LAESUDRAFT_149429,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818391,LAESUDRAFT_149730,LAESUDRAFT_149730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818392,LAESUDRAFT_150199,LAESUDRAFT_150199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818393,LAESUDRAFT_150200,LAESUDRAFT_150200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818394,LAESUDRAFT_150504,LAESUDRAFT_150504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818395,LAESUDRAFT_150757,LAESUDRAFT_150757,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818396,LAESUDRAFT_150804,LAESUDRAFT_150804,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818397,LAESUDRAFT_151140,LAESUDRAFT_151140,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818398,LAESUDRAFT_151916,LAESUDRAFT_151916,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818399,LAESUDRAFT_152671,LAESUDRAFT_152671,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818400,LAESUDRAFT_1527,LAESUDRAFT_1527,-,-,Unknown,-,mitochondrial NAD-dependent isocitrate dehydrogenase subunit 1 precursor,protein-coding,-,-,-,mitochondrial NAD-dependent isocitrate dehydrogenase subunit 1 precursor,20210421,-
1314785,63818401,LAESUDRAFT_152945,LAESUDRAFT_152945,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818402,LAESUDRAFT_153436,LAESUDRAFT_153436,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818403,LAESUDRAFT_153623,LAESUDRAFT_153623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818404,LAESUDRAFT_153700,LAESUDRAFT_153700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818405,LAESUDRAFT_153834,LAESUDRAFT_153834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818406,LAESUDRAFT_153860,LAESUDRAFT_153860,-,-,Unknown,-,glycoside hydrolase family 30 protein,protein-coding,-,-,-,glycoside hydrolase family 30 protein,20210421,-
1314785,63818407,LAESUDRAFT_153984,LAESUDRAFT_153984,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818408,LAESUDRAFT_154180,LAESUDRAFT_154180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818409,LAESUDRAFT_154285,LAESUDRAFT_154285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818410,LAESUDRAFT_154292,LAESUDRAFT_154292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818411,LAESUDRAFT_154305,LAESUDRAFT_154305,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818412,LAESUDRAFT_154353,LAESUDRAFT_154353,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818413,LAESUDRAFT_15467,LAESUDRAFT_15467,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818414,LAESUDRAFT_155005,LAESUDRAFT_155005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818415,LAESUDRAFT_155166,LAESUDRAFT_155166,-,-,Unknown,-,mitochondrial carrier,protein-coding,-,-,-,mitochondrial carrier,20210421,-
1314785,63818416,LAESUDRAFT_155365,LAESUDRAFT_155365,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818417,LAESUDRAFT_155587,LAESUDRAFT_155587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818418,LAESUDRAFT_155709,LAESUDRAFT_155709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818419,LAESUDRAFT_155894,LAESUDRAFT_155894,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818420,LAESUDRAFT_156474,LAESUDRAFT_156474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818421,LAESUDRAFT_156709,LAESUDRAFT_156709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818422,LAESUDRAFT_158553,LAESUDRAFT_158553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818423,LAESUDRAFT_158567,LAESUDRAFT_158567,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818424,LAESUDRAFT_158878,LAESUDRAFT_158878,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818425,LAESUDRAFT_159012,LAESUDRAFT_159012,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818426,LAESUDRAFT_159623,LAESUDRAFT_159623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818427,LAESUDRAFT_160103,LAESUDRAFT_160103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818428,LAESUDRAFT_160104,LAESUDRAFT_160104,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63818429,LAESUDRAFT_160235,LAESUDRAFT_160235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818430,LAESUDRAFT_160268,LAESUDRAFT_160268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818431,LAESUDRAFT_160431,LAESUDRAFT_160431,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818432,LAESUDRAFT_160492,LAESUDRAFT_160492,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818433,LAESUDRAFT_160608,LAESUDRAFT_160608,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818434,LAESUDRAFT_161676,LAESUDRAFT_161676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818435,LAESUDRAFT_161947,LAESUDRAFT_161947,-,-,Unknown,-,citrate lyase beta subunit,protein-coding,-,-,-,citrate lyase beta subunit,20210421,-
1314785,63818436,LAESUDRAFT_162067,LAESUDRAFT_162067,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63818437,LAESUDRAFT_162230,LAESUDRAFT_162230,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818438,LAESUDRAFT_162413,LAESUDRAFT_162413,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818439,LAESUDRAFT_16249,LAESUDRAFT_16249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818440,LAESUDRAFT_16251,LAESUDRAFT_16251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818441,LAESUDRAFT_162925,LAESUDRAFT_162925,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818442,LAESUDRAFT_163378,LAESUDRAFT_163378,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818443,LAESUDRAFT_163766,LAESUDRAFT_163766,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818444,LAESUDRAFT_163768,LAESUDRAFT_163768,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818445,LAESUDRAFT_16400,LAESUDRAFT_16400,-,-,Unknown,-,Brix-domain-containing protein,protein-coding,-,-,-,Brix-domain-containing protein,20210421,-
1314785,63818446,LAESUDRAFT_164197,LAESUDRAFT_164197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818447,LAESUDRAFT_164293,LAESUDRAFT_164293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818448,LAESUDRAFT_164528,LAESUDRAFT_164528,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818449,LAESUDRAFT_164932,LAESUDRAFT_164932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818450,LAESUDRAFT_165003,LAESUDRAFT_165003,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818451,LAESUDRAFT_167129,LAESUDRAFT_167129,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818452,LAESUDRAFT_167286,LAESUDRAFT_167286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818453,LAESUDRAFT_167347,LAESUDRAFT_167347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818454,LAESUDRAFT_167348,LAESUDRAFT_167348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818455,LAESUDRAFT_167423,LAESUDRAFT_167423,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818456,LAESUDRAFT_167814,LAESUDRAFT_167814,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818457,LAESUDRAFT_167884,LAESUDRAFT_167884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818458,LAESUDRAFT_16803,LAESUDRAFT_16803,-,-,Unknown,-,Golgi apparatus membrane protein TVP38,protein-coding,-,-,-,Golgi apparatus membrane protein TVP38,20210421,-
1314785,63818459,LAESUDRAFT_168775,LAESUDRAFT_168775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818460,LAESUDRAFT_169104,LAESUDRAFT_169104,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818461,LAESUDRAFT_169348,LAESUDRAFT_169348,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818462,LAESUDRAFT_16935,LAESUDRAFT_16935,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818463,LAESUDRAFT_169475,LAESUDRAFT_169475,-,-,Unknown,-,lipase,protein-coding,-,-,-,lipase,20210421,-
1314785,63818464,LAESUDRAFT_169578,LAESUDRAFT_169578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818465,LAESUDRAFT_16963,LAESUDRAFT_16963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818466,LAESUDRAFT_170089,LAESUDRAFT_170089,-,-,Unknown,-,FMN-dependent alpha-hydroxy acid dehydrogenase,protein-coding,-,-,-,FMN-dependent alpha-hydroxy acid dehydrogenase,20210421,-
1314785,63818467,LAESUDRAFT_170253,LAESUDRAFT_170253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818468,LAESUDRAFT_170871,LAESUDRAFT_170871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818469,LAESUDRAFT_170913,LAESUDRAFT_170913,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818470,LAESUDRAFT_172238,LAESUDRAFT_172238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818471,LAESUDRAFT_172773,LAESUDRAFT_172773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818472,LAESUDRAFT_172954,LAESUDRAFT_172954,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818473,LAESUDRAFT_173048,LAESUDRAFT_173048,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818474,LAESUDRAFT_17320,LAESUDRAFT_17320,-,-,Unknown,-,Sec63-domain-containing protein,protein-coding,-,-,-,Sec63-domain-containing protein,20210421,-
1314785,63818475,LAESUDRAFT_173934,LAESUDRAFT_173934,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818476,LAESUDRAFT_174126,LAESUDRAFT_174126,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818477,LAESUDRAFT_174393,LAESUDRAFT_174393,-,-,Unknown,-,glycoside hydrolase family 45 protein,protein-coding,-,-,-,glycoside hydrolase family 45 protein,20210421,-
1314785,63818478,LAESUDRAFT_174670,LAESUDRAFT_174670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818479,LAESUDRAFT_175031,LAESUDRAFT_175031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818480,LAESUDRAFT_175547,LAESUDRAFT_175547,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818481,LAESUDRAFT_175551,LAESUDRAFT_175551,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20210421,-
1314785,63818482,LAESUDRAFT_17599,LAESUDRAFT_17599,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63818483,LAESUDRAFT_176139,LAESUDRAFT_176139,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
