#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10228,4126647,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20200911,-
10228,6748957,TRIADDRAFT_51548,TRIADDRAFT_51548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748958,TRIADDRAFT_49594,TRIADDRAFT_49594,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748959,TRIADDRAFT_2419,TRIADDRAFT_2419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748960,TRIADDRAFT_51553,TRIADDRAFT_51553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748961,TRIADDRAFT_12963,TRIADDRAFT_12963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748962,TRIADDRAFT_51555,TRIADDRAFT_51555,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748963,TRIADDRAFT_51559,TRIADDRAFT_51559,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748964,TRIADDRAFT_51561,TRIADDRAFT_51561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748965,TRIADDRAFT_51563,TRIADDRAFT_51563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748966,TRIADDRAFT_51571,TRIADDRAFT_51571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748967,TRIADDRAFT_20134,TRIADDRAFT_20134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748968,TRIADDRAFT_20160,TRIADDRAFT_20160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748969,TRIADDRAFT_51577,TRIADDRAFT_51577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748970,TRIADDRAFT_51580,TRIADDRAFT_51580,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748971,TRIADDRAFT_51581,TRIADDRAFT_51581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748972,TRIADDRAFT_49602,TRIADDRAFT_49602,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748973,TRIADDRAFT_51586,TRIADDRAFT_51586,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748974,TRIADDRAFT_18352,TRIADDRAFT_18352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748975,TRIADDRAFT_51593,TRIADDRAFT_51593,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748976,TRIADDRAFT_51595,TRIADDRAFT_51595,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748977,TRIADDRAFT_51597,TRIADDRAFT_51597,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748978,TRIADDRAFT_51598,TRIADDRAFT_51598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748979,TRIADDRAFT_20071,TRIADDRAFT_20071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748980,TRIADDRAFT_51608,TRIADDRAFT_51608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748981,TRIADDRAFT_51610,TRIADDRAFT_51610,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748982,TRIADDRAFT_18570,TRIADDRAFT_18570,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748983,TRIADDRAFT_18429,TRIADDRAFT_18429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748984,TRIADDRAFT_20283,TRIADDRAFT_20283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748985,TRIADDRAFT_3853,TRIADDRAFT_3853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748986,TRIADDRAFT_51623,TRIADDRAFT_51623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748987,TRIADDRAFT_51625,TRIADDRAFT_51625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748988,TRIADDRAFT_51628,TRIADDRAFT_51628,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748989,TRIADDRAFT_51631,TRIADDRAFT_51631,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748990,TRIADDRAFT_63476,TRIADDRAFT_63476,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6748991,TRIADDRAFT_18979,TRIADDRAFT_18979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748992,TRIADDRAFT_63477,TRIADDRAFT_63477,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6748993,TRIADDRAFT_19715,TRIADDRAFT_19715,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748994,TRIADDRAFT_51639,TRIADDRAFT_51639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748995,TRIADDRAFT_19383,TRIADDRAFT_19383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748996,TRIADDRAFT_51641,TRIADDRAFT_51641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748997,TRIADDRAFT_51643,TRIADDRAFT_51643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748998,TRIADDRAFT_51646,TRIADDRAFT_51646,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6748999,TRIADDRAFT_51647,TRIADDRAFT_51647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749000,TRIADDRAFT_51654,TRIADDRAFT_51654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749001,TRIADDRAFT_19424,TRIADDRAFT_19424,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749002,TRIADDRAFT_51656,TRIADDRAFT_51656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749003,TRIADDRAFT_18415,TRIADDRAFT_18415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749004,TRIADDRAFT_18386,TRIADDRAFT_18386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749005,TRIADDRAFT_51661,TRIADDRAFT_51661,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749006,TRIADDRAFT_51662,TRIADDRAFT_51662,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749007,TRIADDRAFT_49613,TRIADDRAFT_49613,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749008,TRIADDRAFT_51667,TRIADDRAFT_51667,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749009,TRIADDRAFT_51668,TRIADDRAFT_51668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749010,TRIADDRAFT_51670,TRIADDRAFT_51670,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749011,TRIADDRAFT_51671,TRIADDRAFT_51671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749012,TRIADDRAFT_51672,TRIADDRAFT_51672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749013,TRIADDRAFT_51673,TRIADDRAFT_51673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749014,TRIADDRAFT_51674,TRIADDRAFT_51674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749015,TRIADDRAFT_35221,TRIADDRAFT_35221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749016,TRIADDRAFT_51678,TRIADDRAFT_51678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749017,TRIADDRAFT_51679,TRIADDRAFT_51679,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749018,TRIADDRAFT_51683,TRIADDRAFT_51683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749019,TRIADDRAFT_63479,TRIADDRAFT_63479,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6749020,TRIADDRAFT_51686,TRIADDRAFT_51686,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749021,TRIADDRAFT_11306,TRIADDRAFT_11306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749022,TRIADDRAFT_51689,TRIADDRAFT_51689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749023,TRIADDRAFT_51691,TRIADDRAFT_51691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749024,TRIADDRAFT_7368,TRIADDRAFT_7368,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749025,TRIADDRAFT_51696,TRIADDRAFT_51696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749026,TRIADDRAFT_18938,TRIADDRAFT_18938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749027,TRIADDRAFT_49618,TRIADDRAFT_49618,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749028,TRIADDRAFT_51702,TRIADDRAFT_51702,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749029,TRIADDRAFT_19102,TRIADDRAFT_19102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749030,TRIADDRAFT_18641,TRIADDRAFT_18641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749031,TRIADDRAFT_51707,TRIADDRAFT_51707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749032,TRIADDRAFT_51711,TRIADDRAFT_51711,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749033,TRIADDRAFT_51712,TRIADDRAFT_51712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749034,TRIADDRAFT_63173,TRIADDRAFT_63173,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6749035,TRIADDRAFT_63074,TRIADDRAFT_63074,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6749036,TRIADDRAFT_63484,TRIADDRAFT_63484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749037,TRIADDRAFT_51723,TRIADDRAFT_51723,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749038,TRIADDRAFT_51725,TRIADDRAFT_51725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749039,TRIADDRAFT_6445,TRIADDRAFT_6445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749040,TRIADDRAFT_19375,TRIADDRAFT_19375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749041,TRIADDRAFT_9391,TRIADDRAFT_9391,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749042,TRIADDRAFT_20304,TRIADDRAFT_20304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749043,TRIADDRAFT_49626,TRIADDRAFT_49626,-,-,Unknown,-,actin,protein-coding,-,-,-,actin,20200911,-
10228,6749044,TRIADDRAFT_9507,TRIADDRAFT_9507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749045,TRIADDRAFT_9561,TRIADDRAFT_9561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749046,TRIADDRAFT_9531,TRIADDRAFT_9531,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749047,TRIADDRAFT_51739,TRIADDRAFT_51739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749048,TRIADDRAFT_51742,TRIADDRAFT_51742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749049,TRIADDRAFT_51743,TRIADDRAFT_51743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749050,TRIADDRAFT_51745,TRIADDRAFT_51745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749051,TRIADDRAFT_51750,TRIADDRAFT_51750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749052,TRIADDRAFT_51751,TRIADDRAFT_51751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749053,TRIADDRAFT_51752,TRIADDRAFT_51752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749054,TRIADDRAFT_51754,TRIADDRAFT_51754,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749055,TRIADDRAFT_51756,TRIADDRAFT_51756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749056,TRIADDRAFT_51757,TRIADDRAFT_51757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749057,TRIADDRAFT_51758,TRIADDRAFT_51758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749058,TRIADDRAFT_51761,TRIADDRAFT_51761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749059,TRIADDRAFT_51763,TRIADDRAFT_51763,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749060,TRIADDRAFT_51764,TRIADDRAFT_51764,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749061,TRIADDRAFT_51765,TRIADDRAFT_51765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749062,TRIADDRAFT_51767,TRIADDRAFT_51767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749063,TRIADDRAFT_51768,TRIADDRAFT_51768,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749064,TRIADDRAFT_51770,TRIADDRAFT_51770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749065,TRIADDRAFT_51771,TRIADDRAFT_51771,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749066,TRIADDRAFT_51772,TRIADDRAFT_51772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749067,TRIADDRAFT_51774,TRIADDRAFT_51774,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749068,TRIADDRAFT_51775,TRIADDRAFT_51775,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749069,TRIADDRAFT_51776,TRIADDRAFT_51776,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749070,TRIADDRAFT_51780,TRIADDRAFT_51780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749071,TRIADDRAFT_49632,TRIADDRAFT_49632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749072,TRIADDRAFT_36941,TRIADDRAFT_36941,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749073,TRIADDRAFT_51786,TRIADDRAFT_51786,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749074,TRIADDRAFT_51787,TRIADDRAFT_51787,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749075,TRIADDRAFT_51789,TRIADDRAFT_51789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749076,TRIADDRAFT_63488,TRIADDRAFT_63488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749077,TRIADDRAFT_51793,TRIADDRAFT_51793,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749078,TRIADDRAFT_49638,TRIADDRAFT_49638,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749079,TRIADDRAFT_51796,TRIADDRAFT_51796,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749080,TRIADDRAFT_19305,TRIADDRAFT_19305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749081,TRIADDRAFT_51804,TRIADDRAFT_51804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749082,TRIADDRAFT_51809,TRIADDRAFT_51809,-,-,Unknown,-,SNAP25.2,protein-coding,-,-,-,SNAP25.2,20200911,-
10228,6749083,TRIADDRAFT_66409,TRIADDRAFT_66409,-,-,Unknown,-,SNAP25.3,protein-coding,-,-,-,SNAP25.3,20200911,-
10228,6749084,TRIADDRAFT_51811,TRIADDRAFT_51811,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749085,TRIADDRAFT_20128,TRIADDRAFT_20128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749086,TRIADDRAFT_51817,TRIADDRAFT_51817,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749087,TRIADDRAFT_51818,TRIADDRAFT_51818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749088,TRIADDRAFT_18645,TRIADDRAFT_18645,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749089,TRIADDRAFT_49643,TRIADDRAFT_49643,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749090,TRIADDRAFT_51823,TRIADDRAFT_51823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749091,TRIADDRAFT_51826,TRIADDRAFT_51826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749092,TRIADDRAFT_51828,TRIADDRAFT_51828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749093,TRIADDRAFT_51829,TRIADDRAFT_51829,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749094,TRIADDRAFT_19420,TRIADDRAFT_19420,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749095,TRIADDRAFT_35244,TRIADDRAFT_35244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749096,TRIADDRAFT_19171,TRIADDRAFT_19171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749097,TRIADDRAFT_18720,TRIADDRAFT_18720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749098,TRIADDRAFT_63493,TRIADDRAFT_63493,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749099,TRIADDRAFT_451,TRIADDRAFT_451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749100,TRIADDRAFT_51839,TRIADDRAFT_51839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749101,TRIADDRAFT_51841,TRIADDRAFT_51841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749102,TRIADDRAFT_5255,TRIADDRAFT_5255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749103,TRIADDRAFT_51845,TRIADDRAFT_51845,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749104,TRIADDRAFT_51853,TRIADDRAFT_51853,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749105,TRIADDRAFT_19623,TRIADDRAFT_19623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749106,TRIADDRAFT_51857,TRIADDRAFT_51857,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749107,TRIADDRAFT_18672,TRIADDRAFT_18672,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749108,TRIADDRAFT_51860,TRIADDRAFT_51860,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749109,TRIADDRAFT_63495,TRIADDRAFT_63495,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749110,TRIADDRAFT_51865,TRIADDRAFT_51865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749111,TRIADDRAFT_36957,TRIADDRAFT_36957,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749112,TRIADDRAFT_20201,TRIADDRAFT_20201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749113,TRIADDRAFT_51869,TRIADDRAFT_51869,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6749114,TRIADDRAFT_51872,TRIADDRAFT_51872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
