#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
273057,1452661,SSO_RS12725,SSO_RS12725,SSO2622,-,-,-,hotdog fold thioesterase,protein-coding,-,-,-,hotdog fold thioesterase,20210424,-
273057,1452840,SSO_RS13645,SSO_RS13645,SSO2810,-,-,-,acetamidase/formamidase family protein,protein-coding,-,-,-,acetamidase/formamidase family protein,20210308,-
273057,1452841,SSO_RS13650,SSO_RS13650,SSO2811,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1452842,SSO_RS13660,SSO_RS13660,SSO2812,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452843,SSO_RS13665,SSO_RS13665,SSO2813,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210417,-
273057,1452844,SSO_RS13670,SSO_RS13670,SSO2814,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452845,SSO_RS13675,SSO_RS13675,SSO2815,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,protein-coding,-,-,-,2-oxoacid:acceptor oxidoreductase subunit alpha,20210308,-
273057,1452846,SSO_RS13680,SSO_RS13680,SSO2816,-,-,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,protein-coding,-,-,-,2-oxoacid:ferredoxin oxidoreductase subunit beta,20210417,-
273057,1452847,SSO_RS13685,SSO_RS13685,SSO2817,-,-,-,FAD-binding protein,protein-coding,-,-,-,FAD-binding protein,20210417,-
273057,1452848,SSO_RS13690,SSO_RS13690,SSO2819,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210417,-
273057,1452849,SSO_RS13695,SSO_RS13695,SSO11231,-,-,-,ferredoxin family protein,protein-coding,-,-,-,ferredoxin family protein,20210417,-
273057,1452850,SSO_RS13700,SSO_RS13700,SSO2820,-,-,-,PEP/pyruvate-binding domain-containing protein,protein-coding,-,-,-,PEP/pyruvate-binding domain-containing protein,20210417,-
273057,1452851,fdhD,SSO_RS13705,SSO2821,-,-,-,formate dehydrogenase accessory sulfurtransferase FdhD,protein-coding,-,-,-,formate dehydrogenase accessory sulfurtransferase FdhD,20210308,-
273057,1452852,SSO_RS13710,SSO_RS13710,SSO2822,-,-,-,DUF1641 domain-containing protein,protein-coding,-,-,-,DUF1641 domain-containing protein,20210308,-
273057,1452853,fdhF,SSO_RS13715,SSO2824,-,-,-,formate dehydrogenase subunit alpha,protein-coding,-,-,-,formate dehydrogenase subunit alpha,20210308,-
273057,1452854,SSO_RS13720,SSO_RS13720,SSO2825,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452855,SSO_RS13725,SSO_RS13725,SSO2826,-,-,-,molybdopterin-dependent oxidoreductase,protein-coding,-,-,-,molybdopterin-dependent oxidoreductase,20210308,-
273057,1452856,SSO_RS13730,SSO_RS13730,SSO2827,-,-,-,DUF4364 family protein,protein-coding,-,-,-,DUF4364 family protein,20210308,-
273057,1452857,SSO_RS13735,SSO_RS13735,SSO2828,-,-,-,DUF3211 domain-containing protein,protein-coding,-,-,-,DUF3211 domain-containing protein,20210417,-
273057,1452858,SSO_RS13740,SSO_RS13740,SSO2829,-,-,-,mechanosensitive ion channel family protein,protein-coding,-,-,-,mechanosensitive ion channel family protein,20210417,-
273057,1452859,SSO_RS13745,SSO_RS13745,SSO2830,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452860,SSO_RS13755,SSO_RS13755,SSO2831,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210417,-
273057,1452861,SSO_RS13760,SSO_RS13760,SSO2832,-,-,-,creatininase family protein,protein-coding,-,-,-,creatininase family protein,20210308,-
273057,1452862,SSO_RS13765,SSO_RS13765,SSO2833,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452863,SSO_RS13770,SSO_RS13770,SSO2834,-,-,-,ISH3-like element ISC1439A family transposase,protein-coding,-,-,-,ISH3-like element ISC1439A family transposase,20210417,-
273057,1452864,SSO_RS13775,SSO_RS13775,SSO2835,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452865,SSO_RS13780,SSO_RS13780,SSO2836,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210308,-
273057,1452866,SSO_RS13785,SSO_RS13785,SSO2838,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210308,-
273057,1452867,SSO_RS13790,SSO_RS13790,SSO2839,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210308,-
273057,1452868,SSO_RS13795,SSO_RS13795,SSO2841,-,-,-,branched-chain amino acid ABC transporter permease,protein-coding,-,-,-,branched-chain amino acid ABC transporter permease,20210308,-
273057,1452874,SSO_RS13820,SSO_RS13820,SSO2845,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1452875,SSO_RS13825,SSO_RS13825,SSO2846,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452876,SSO_RS13830,SSO_RS13830,SSO2847,-,-,-,carbohydrate ABC transporter substrate-binding protein,protein-coding,-,-,-,carbohydrate ABC transporter substrate-binding protein,20210308,-
273057,1452877,SSO_RS13835,SSO_RS13835,SSO2848,-,-,-,sugar ABC transporter permease,protein-coding,-,-,-,sugar ABC transporter permease,20210308,-
273057,1452878,SSO_RS13840,SSO_RS13840,SSO2849,-,-,-,carbohydrate ABC transporter permease,protein-coding,-,-,-,carbohydrate ABC transporter permease,20210308,-
273057,1452879,SSO_RS13845,SSO_RS13845,SSO2850,-,-,-,ABC transporter ATP-binding protein,protein-coding,-,-,-,ABC transporter ATP-binding protein,20210308,-
273057,1452880,SSO_RS13850,SSO_RS13850,SSO2852,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210308,-
273057,1452881,SSO_RS13855,SSO_RS13855,SSO2853,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452883,SSO_RS13860,SSO_RS13860,SSO2855,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452884,SSO_RS13865,SSO_RS13865,SSO2856,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452885,SSO_RS13870,SSO_RS13870,SSO2857,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452886,SSO_RS13880,SSO_RS13880,SSO2858,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452887,SSO_RS13885,SSO_RS13885,SSO2860,-,-,-,selenium-binding family protein,protein-coding,-,-,-,selenium-binding family protein,20210417,-
273057,1452888,SSO_RS13890,SSO_RS13890,SSO2861,-,-,-,PaaI family thioesterase,protein-coding,-,-,-,PaaI family thioesterase,20210308,-
273057,1452889,acs,SSO_RS13895,SSO2863,-,-,-,acetate--CoA ligase,protein-coding,-,-,-,acetate--CoA ligase,20210417,-
273057,1452890,SSO_RS13900,SSO_RS13900,SSO2864,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
273057,1452891,SSO_RS13905,SSO_RS13905,SSO2865,-,-,-,muconolactone Delta-isomerase,protein-coding,-,-,-,muconolactone Delta-isomerase,20210424,-
273057,1452892,SSO_RS13910,SSO_RS13910,SSO2866,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452893,SSO_RS13915,SSO_RS13915,SSO2867,-,-,-,DsrE family protein,protein-coding,-,-,-,DsrE family protein,20210308,-
273057,1452894,SSO_RS13920,SSO_RS13920,SSO2868,-,-,-,DMT family transporter,protein-coding,-,-,-,DMT family transporter,20210417,-
273057,1452895,SSO_RS13925,SSO_RS13925,SSO2869,-,-,-,NADP-dependent malic enzyme,protein-coding,-,-,-,NADP-dependent malic enzyme,20210424,-
273057,1452896,SSO_RS13930,SSO_RS13930,SSO2870,-,-,-,GNAT family N-acetyltransferase,protein-coding,-,-,-,GNAT family N-acetyltransferase,20210417,-
273057,1452897,SSO_RS13935,SSO_RS13935,SSO2871,-,-,-,3-hydroxyacyl-CoA dehydrogenase family protein,protein-coding,-,-,-,3-hydroxyacyl-CoA dehydrogenase family protein,20210308,-
273057,1452898,SSO_RS13940,SSO_RS13940,SSO2872,-,-,-,Zn-ribbon domain-containing OB-fold protein,protein-coding,-,-,-,Zn-ribbon domain-containing OB-fold protein,20210308,-
273057,1452899,SSO_RS13945,SSO_RS13945,SSO2874,-,-,-,thiolase domain-containing protein,protein-coding,-,-,-,thiolase domain-containing protein,20210417,-
273057,1452900,SSO_RS13950,SSO_RS13950,SSO2875,-,-,-,long-chain fatty acid--CoA ligase,protein-coding,-,-,-,long-chain fatty acid--CoA ligase,20210417,-
273057,1452901,SSO_RS13955,SSO_RS13955,SSO2877,-,-,-,acyl-CoA dehydrogenase family protein,protein-coding,-,-,-,acyl-CoA dehydrogenase family protein,20210417,-
273057,1452902,SSO_RS13960,SSO_RS13960,SSO2878,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,protein-coding,-,-,-,alcohol dehydrogenase catalytic domain-containing protein,20210308,-
273057,1452903,SSO_RS13965,SSO_RS13965,SSO2879,-,-,-,XdhC family protein,protein-coding,-,-,-,XdhC family protein,20210417,-
273057,1452904,SSO_RS13970,SSO_RS13970,SSO2880,-,-,-,DUF973 family protein,protein-coding,-,-,-,DUF973 family protein,20210417,-
273057,1452905,SSO_RS13975,SSO_RS13975,SSO2881,-,-,-,B12-binding domain-containing radical SAM protein,protein-coding,-,-,-,B12-binding domain-containing radical SAM protein,20210417,-
273057,1452906,SSO_RS13985,SSO_RS13985,SSO11362,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452907,SSO_RS13990,SSO_RS13990,SSO2882,-,-,-,IS5-like element ISC1234 family transposase,protein-coding,-,-,-,IS5-like element ISC1234 family transposase,20210308,-
273057,1452908,SSO_RS13995,SSO_RS13995,SSO2883,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452909,SSO_RS14005,SSO_RS14005,SSO2884,-,-,-,carboxymuconolactone decarboxylase family protein,protein-coding,-,-,-,carboxymuconolactone decarboxylase family protein,20210417,-
273057,1452910,SSO_RS14010,SSO_RS14010,SSO2885,-,-,-,aldo/keto reductase,protein-coding,-,-,-,aldo/keto reductase,20210417,-
273057,1452911,SSO_RS14015,SSO_RS14015,SSO2886,-,-,-,zinc ribbon domain-containing protein,protein-coding,-,-,-,zinc ribbon domain-containing protein,20210417,-
273057,1452912,SSO_RS14020,SSO_RS14020,SSO11387,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,protein-coding,-,-,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,20210308,-
273057,1452916,SSO_RS14030,SSO_RS14030,SSO2889,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452917,SSO_RS14035,SSO_RS14035,SSO2890,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210417,-
273057,1452918,SSO_RS14040,SSO_RS14040,SSO2891,-,-,-,Rieske (2Fe-2S) protein,protein-coding,-,-,-,Rieske (2Fe-2S) protein,20210308,-
273057,1452919,SSO_RS14045,SSO_RS14045,SSO2892,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210417,-
273057,1452921,SSO_RS14050,SSO_RS14050,SSO2894,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452922,cadA,SSO_RS14055,SSO2896,-,-,-,cadmium-translocating P-type ATPase,protein-coding,-,-,-,cadmium-translocating P-type ATPase,20210417,-
273057,1452923,SSO_RS14060,SSO_RS14060,SSO2897,-,-,-,helix-turn-helix transcriptional regulator,protein-coding,-,-,-,helix-turn-helix transcriptional regulator,20210308,-
273057,1452924,SSO_RS14065,SSO_RS14065,SSO11412,-,-,-,heavy-metal-associated domain-containing protein,protein-coding,-,-,-,heavy-metal-associated domain-containing protein,20210308,-
273057,1452927,SSO_RS14080,SSO_RS14080,SSO2899,-,-,-,ADP-ribose-binding protein,protein-coding,-,-,-,ADP-ribose-binding protein,20210417,-
273057,1452928,SSO_RS14085,SSO_RS14085,SSO2900,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210417,-
273057,1452929,SSO_RS14090,SSO_RS14090,SSO2901,-,-,-,PIG-L family deacetylase,protein-coding,-,-,-,PIG-L family deacetylase,20210312,-
273057,1452930,SSO_RS14095,SSO_RS14095,SSO2902,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452931,SSO_RS14100,SSO_RS14100,SSO2903,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452932,SSO_RS14105,SSO_RS14105,SSO2904,-,-,-,lycopene cyclase domain-containing protein,protein-coding,-,-,-,lycopene cyclase domain-containing protein,20210308,-
273057,1452933,SSO_RS14110,SSO_RS14110,SSO2905,-,-,-,phytoene/squalene synthase family protein,protein-coding,-,-,-,phytoene/squalene synthase family protein,20210308,-
273057,1452934,SSO_RS14115,SSO_RS14115,SSO2906,-,-,-,sterol desaturase family protein,protein-coding,-,-,-,sterol desaturase family protein,20210417,-
273057,1452935,SSO_RS14120,SSO_RS14120,SSO2907,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210417,-
273057,1452936,cobA,SSO_RS14125,SSO2908,-,-,-,uroporphyrinogen-III C-methyltransferase,protein-coding,-,-,-,uroporphyrinogen-III C-methyltransferase,20210308,-
273057,1452937,SSO_RS14130,SSO_RS14130,SSO2909,-,-,-,nitrite/sulfite reductase,protein-coding,-,-,-,nitrite/sulfite reductase,20210417,-
273057,1452938,SSO_RS14135,SSO_RS14135,SSO2911,-,-,-,phosphoadenylyl-sulfate reductase,protein-coding,-,-,-,phosphoadenylyl-sulfate reductase,20210417,-
273057,1452939,sat,SSO_RS14140,SSO2912,-,-,-,sulfate adenylyltransferase,protein-coding,-,-,-,sulfate adenylyltransferase,20210417,-
273057,1452940,SSO_RS14145,SSO_RS14145,SSO2913,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452941,SSO_RS14150,SSO_RS14150,SSO2914,-,-,-,TSUP family transporter,protein-coding,-,-,-,TSUP family transporter,20210424,-
273057,1452942,SSO_RS14160,SSO_RS14160,SSO2915,-,-,-,C4-dicarboxylate ABC transporter,protein-coding,-,-,-,C4-dicarboxylate ABC transporter,20210310,-
273057,1452943,SSO_RS14165,SSO_RS14165,SSO2916,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452944,SSO_RS14170,SSO_RS14170,SSO2917,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452946,SSO_RS14175,SSO_RS14175,SSO2918,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1452947,SSO_RS14180,SSO_RS14180,SSO2919,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452948,SSO_RS14185,SSO_RS14185,SSO2921,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452949,SSO_RS14190,SSO_RS14190,SSO2922,-,-,-,ISH3-like element ISC1439B family transposase,protein-coding,-,-,-,ISH3-like element ISC1439B family transposase,20210308,-
273057,1452950,SSO_RS14195,SSO_RS14195,SSO2924,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452957,SSO_RS14240,SSO_RS14240,SSO2933,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452958,SSO_RS14245,SSO_RS14245,SSO2934,-,-,-,hydantoinase B/oxoprolinase family protein,protein-coding,-,-,-,hydantoinase B/oxoprolinase family protein,20210308,-
273057,1452959,SSO_RS14250,SSO_RS14250,SSO2936,-,-,-,hydantoinase/oxoprolinase family protein,protein-coding,-,-,-,hydantoinase/oxoprolinase family protein,20210417,-
273057,1452960,SSO_RS14255,SSO_RS14255,SSO2937,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20210417,-
273057,1452961,SSO_RS14260,SSO_RS14260,SSO2938,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210417,-
273057,1452962,SSO_RS14265,SSO_RS14265,SSO2939,-,-,-,aspartate/glutamate racemase family protein,protein-coding,-,-,-,aspartate/glutamate racemase family protein,20210308,-
273057,1452963,SSO_RS14270,SSO_RS14270,SSO2940,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210417,-
273057,1452964,SSO_RS14275,SSO_RS14275,SSO2941,-,-,-,fumarylacetoacetate hydrolase family protein,protein-coding,-,-,-,fumarylacetoacetate hydrolase family protein,20210417,-
273057,1452965,SSO_RS14280,SSO_RS14280,SSO2942,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,protein-coding,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,20210417,-
273057,1452966,SSO_RS14285,SSO_RS14285,SSO2943,-,-,-,IS607 family transposase,protein-coding,-,-,-,IS607 family transposase,20210308,-
273057,1452967,SSO_RS14290,SSO_RS14290,SSO2944,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1452968,SSO_RS14295,SSO_RS14295,SSO2946,-,-,-,PD-(D/E)XK nuclease family protein,protein-coding,-,-,-,PD-(D/E)XK nuclease family protein,20210308,-
273057,1452971,SSO_RS14310,SSO_RS14310,SSO2951,-,-,-,IS110-like element ISC1228 family transposase,protein-coding,-,-,-,IS110-like element ISC1228 family transposase,20210417,-
273057,1452972,SSO_RS14315,SSO_RS14315,SSO2950,-,-,-,transposase,protein-coding,-,-,-,transposase,20210327,-
273057,1452973,SSO_RS14320,SSO_RS14320,SSO2952,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210417,-
273057,1452974,SSO_RS14330,SSO_RS14330,SSO2953,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452975,SSO_RS14335,SSO_RS14335,SSO2954,-,-,-,deoxycytidine triphosphate deaminase,protein-coding,-,-,-,deoxycytidine triphosphate deaminase,20210417,-
273057,1452976,SSO_RS14340,SSO_RS14340,SSO2955,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210417,-
273057,1452978,SSO_RS14355,SSO_RS14355,SSO2956,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452979,SSO_RS14360,SSO_RS14360,SSO11553,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1452983,SSO_RS14370,SSO_RS14370,SSO2960,-,-,-,NAD(P)/FAD-dependent oxidoreductase,protein-coding,-,-,-,NAD(P)/FAD-dependent oxidoreductase,20210417,-
273057,1452984,SSO_RS14375,SSO_RS14375,SSO2962,-,-,-,pyruvate oxidase,protein-coding,-,-,-,pyruvate oxidase,20210417,-
273057,1452986,SSO_RS14380,SSO_RS14380,SSO2963,-,-,-,methyltransferase domain-containing protein,protein-coding,-,-,-,methyltransferase domain-containing protein,20210417,-
273057,1452987,SSO_RS14385,SSO_RS14385,SSO2964,-,-,-,DUF929 domain-containing protein,protein-coding,-,-,-,DUF929 domain-containing protein,20210308,-
273057,1452988,SSO_RS14390,SSO_RS14390,SSO11575,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452989,SSO_RS14395,SSO_RS14395,SSO2965,-,-,-,cation:proton antiporter,protein-coding,-,-,-,cation:proton antiporter,20210308,-
273057,1452990,SSO_RS14400,SSO_RS14400,SSO2966,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452991,SSO_RS14405,SSO_RS14405,SSO2967,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452992,SSO_RS14410,SSO_RS14410,SSO2968,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1452993,SSO_RS14415,SSO_RS14415,SSO2969,-,-,-,cytochrome c oxidase subunit II,protein-coding,-,-,-,cytochrome c oxidase subunit II,20210417,-
273057,1452994,SSO_RS14420,SSO_RS14420,SSO2970,-,-,-,cytochrome b N-terminal domain-containing protein,protein-coding,-,-,-,cytochrome b N-terminal domain-containing protein,20210522,-
273057,1452995,SSO_RS14425,SSO_RS14425,SSO2971,-,-,-,Rieske 2Fe-2S domain-containing protein,protein-coding,-,-,-,Rieske 2Fe-2S domain-containing protein,20210417,-
273057,1452996,SSO_RS14430,SSO_RS14430,SSO2972,-,-,-,sulfocyanin,protein-coding,-,-,-,sulfocyanin,20210308,-
273057,1452997,SSO_RS14435,SSO_RS14435,SSO2973,-,-,-,cbb3-type cytochrome c oxidase subunit I,protein-coding,-,-,-,cbb3-type cytochrome c oxidase subunit I,20210522,-
273057,1452998,SSO_RS14440,SSO_RS14440,SSO2975,-,-,-,DUF1404 domain-containing protein,protein-coding,-,-,-,DUF1404 domain-containing protein,20210417,-
273057,1452999,SSO_RS14445,SSO_RS14445,SSO2976,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453000,SSO_RS14450,SSO_RS14450,SSO2977,-,-,-,stage II sporulation protein M,protein-coding,-,-,-,stage II sporulation protein M,20210417,-
273057,1453001,SSO_RS14455,SSO_RS14455,SSO2978,-,-,-,S-methyl-5-thioribose-1-phosphate isomerase,protein-coding,-,-,-,S-methyl-5-thioribose-1-phosphate isomerase,20210417,-
273057,1453002,SSO_RS14460,SSO_RS14460,SSO2979,-,-,-,esterase,protein-coding,-,-,-,esterase,20210417,-
273057,1453003,SSO_RS14465,SSO_RS14465,SSO2980,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453004,SSO_RS14470,SSO_RS14470,SSO2981,-,-,-,NAD-dependent epimerase/dehydratase family protein,protein-coding,-,-,-,NAD-dependent epimerase/dehydratase family protein,20210424,-
273057,1453005,SSO_RS14475,SSO_RS14475,SSO11614,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453006,SSO_RS14480,SSO_RS14480,SSO2982,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453007,SSO_RS14485,SSO_RS14485,SSO2983,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210417,-
273057,1453008,SSO_RS14490,SSO_RS14490,SSO2984,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453009,SSO_RS14495,SSO_RS14495,SSO2985,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1453010,SSO_RS14500,SSO_RS14500,SSO2986,-,-,-,winged helix-turn-helix domain-containing protein,protein-coding,-,-,-,winged helix-turn-helix domain-containing protein,20210308,-
