#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
148305,3974703,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Magnaporthe grisea).,other,-,-,-,-,20190318,-
148305,41955201,PgNI_00204,PgNI_00204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955202,PgNI_00205,PgNI_00205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955203,PgNI_00206,PgNI_00206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955204,PgNI_00207,PgNI_00207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955205,PgNI_00209,PgNI_00209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955206,PgNI_00210,PgNI_00210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955207,PgNI_00211,PgNI_00211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955208,PgNI_00212,PgNI_00212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955209,PgNI_00213,PgNI_00213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955210,PgNI_00214,PgNI_00214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955211,PgNI_00215,PgNI_00215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955212,PgNI_00216,PgNI_00216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955213,PgNI_00217,PgNI_00217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955214,PgNI_00218,PgNI_00218,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200926,-
148305,41955215,PgNI_00219,PgNI_00219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955216,PgNI_00220,PgNI_00220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955217,PgNI_00221,PgNI_00221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955218,PgNI_00222,PgNI_00222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955219,PgNI_00223,PgNI_00223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955220,PgNI_00224,PgNI_00224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955221,PgNI_00225,PgNI_00225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955222,PgNI_00226,PgNI_00226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955223,PgNI_00227,PgNI_00227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955224,PgNI_00228,PgNI_00228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955225,PgNI_00229,PgNI_00229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955226,PgNI_00230,PgNI_00230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955227,PgNI_00231,PgNI_00231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955228,PgNI_00232,PgNI_00232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955229,PgNI_00233,PgNI_00233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955230,PgNI_00234,PgNI_00234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955231,PgNI_00235,PgNI_00235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955232,PgNI_00236,PgNI_00236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955233,PgNI_00237,PgNI_00237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955234,PgNI_00238,PgNI_00238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955235,PgNI_00239,PgNI_00239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955236,PgNI_00240,PgNI_00240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955237,PgNI_00241,PgNI_00241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955238,PgNI_00242,PgNI_00242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955239,PgNI_00243,PgNI_00243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955240,PgNI_00244,PgNI_00244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955241,PgNI_00245,PgNI_00245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955242,PgNI_00246,PgNI_00246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955243,PgNI_00247,PgNI_00247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955244,PgNI_00248,PgNI_00248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955245,PgNI_00249,PgNI_00249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955246,PgNI_00250,PgNI_00250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955247,PgNI_00251,PgNI_00251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955248,PgNI_00252,PgNI_00252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955249,PgNI_00253,PgNI_00253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955250,PgNI_00254,PgNI_00254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955251,PgNI_00255,PgNI_00255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955252,PgNI_00256,PgNI_00256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955253,PgNI_00257,PgNI_00257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955254,PgNI_00258,PgNI_00258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955255,PgNI_00259,PgNI_00259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955256,PgNI_00260,PgNI_00260,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955257,PgNI_00261,PgNI_00261,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955258,PgNI_00262,PgNI_00262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955259,PgNI_00263,PgNI_00263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955260,PgNI_00264,PgNI_00264,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955261,PgNI_00265,PgNI_00265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955262,PgNI_00266,PgNI_00266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955263,PgNI_00267,PgNI_00267,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955264,PgNI_00268,PgNI_00268,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955265,PgNI_00269,PgNI_00269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955266,PgNI_00270,PgNI_00270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955267,PgNI_00271,PgNI_00271,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955268,PgNI_00272,PgNI_00272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955269,PgNI_00273,PgNI_00273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955270,PgNI_00274,PgNI_00274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955271,PgNI_00275,PgNI_00275,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955272,PgNI_00276,PgNI_00276,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955273,PgNI_00277,PgNI_00277,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955274,PgNI_00278,PgNI_00278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955275,PgNI_00279,PgNI_00279,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955276,PgNI_00280,PgNI_00280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955277,PgNI_00281,PgNI_00281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955278,PgNI_00282,PgNI_00282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955279,PgNI_00283,PgNI_00283,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955280,PgNI_00284,PgNI_00284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955281,PgNI_00285,PgNI_00285,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955282,PgNI_00286,PgNI_00286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955283,PgNI_00287,PgNI_00287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955284,PgNI_00288,PgNI_00288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955285,PgNI_00289,PgNI_00289,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955286,PgNI_00290,PgNI_00290,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955287,PgNI_00291,PgNI_00291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955288,PgNI_00292,PgNI_00292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955289,PgNI_00293,PgNI_00293,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955290,PgNI_00294,PgNI_00294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955291,PgNI_00295,PgNI_00295,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955292,PgNI_00296,PgNI_00296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955293,PgNI_00297,PgNI_00297,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955294,PgNI_00298,PgNI_00298,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955295,PgNI_00299,PgNI_00299,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955296,PgNI_00300,PgNI_00300,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955297,PgNI_00301,PgNI_00301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955298,PgNI_00302,PgNI_00302,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955299,PgNI_00303,PgNI_00303,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955300,PgNI_00304,PgNI_00304,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955301,PgNI_00305,PgNI_00305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955302,PgNI_00306,PgNI_00306,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955303,PgNI_00307,PgNI_00307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955304,PgNI_00308,PgNI_00308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955305,PgNI_00309,PgNI_00309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955306,PgNI_00310,PgNI_00310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955307,PgNI_00311,PgNI_00311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955308,PgNI_00312,PgNI_00312,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955309,PgNI_00313,PgNI_00313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955310,PgNI_00314,PgNI_00314,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955311,PgNI_00315,PgNI_00315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955312,PgNI_00316,PgNI_00316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955313,PgNI_00317,PgNI_00317,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955314,PgNI_00318,PgNI_00318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955315,PgNI_00319,PgNI_00319,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955316,PgNI_00320,PgNI_00320,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955317,PgNI_00321,PgNI_00321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955318,PgNI_00322,PgNI_00322,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955319,PgNI_00323,PgNI_00323,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955320,PgNI_00324,PgNI_00324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955321,PgNI_00325,PgNI_00325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955322,PgNI_00326,PgNI_00326,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955323,PgNI_00327,PgNI_00327,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955324,PgNI_00328,PgNI_00328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955325,PgNI_00329,PgNI_00329,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955326,PgNI_00330,PgNI_00330,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955327,PgNI_00331,PgNI_00331,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955328,PgNI_00332,PgNI_00332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955329,PgNI_00333,PgNI_00333,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955330,PgNI_00334,PgNI_00334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955331,PgNI_00335,PgNI_00335,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955332,PgNI_00336,PgNI_00336,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955333,PgNI_00337,PgNI_00337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955334,PgNI_00338,PgNI_00338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955335,PgNI_00339,PgNI_00339,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955336,PgNI_00340,PgNI_00340,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955337,PgNI_00342,PgNI_00342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955338,PgNI_00343,PgNI_00343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955339,PgNI_00344,PgNI_00344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955340,PgNI_00345,PgNI_00345,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955341,PgNI_00346,PgNI_00346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955342,PgNI_00347,PgNI_00347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955343,PgNI_00348,PgNI_00348,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955344,PgNI_00349,PgNI_00349,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955345,PgNI_00350,PgNI_00350,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955346,PgNI_00351,PgNI_00351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955347,PgNI_00352,PgNI_00352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955348,PgNI_00353,PgNI_00353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955349,PgNI_00354,PgNI_00354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41955350,PgNI_00355,PgNI_00355,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955351,PgNI_00356,PgNI_00356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955352,PgNI_00357,PgNI_00357,-,-,Unknown,-,translation elongation factor EF-1 alpha,protein-coding,-,-,-,translation elongation factor EF-1 alpha,20200912,-
148305,41955353,PgNI_00358,PgNI_00358,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955354,PgNI_00359,PgNI_00359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41955355,PgNI_00360,PgNI_00360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41955356,PgNI_00361,PgNI_00361,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
