#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1912939,64654382,F5891DRAFT_1000001,F5891DRAFT_1000001,-,-,Unknown,-,cobalamin-independent synthase,protein-coding,-,-,-,cobalamin-independent synthase,20210605,-
1912939,64654536,F5891DRAFT_1002301,F5891DRAFT_1002301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654537,F5891DRAFT_1002314,F5891DRAFT_1002314,-,-,Unknown,-,ATPase V0 complex subunit D,protein-coding,-,-,-,ATPase V0 complex subunit D,20210605,-
1912939,64654538,F5891DRAFT_1002316,F5891DRAFT_1002316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654539,F5891DRAFT_100232,F5891DRAFT_100232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654540,F5891DRAFT_1002346,F5891DRAFT_1002346,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654541,F5891DRAFT_1002352,F5891DRAFT_1002352,-,-,Unknown,-,"39kDa subunit of Ndufa9, NADH ubiquinone oxidoreductase",protein-coding,-,-,-,"39kDa subunit of Ndufa9, NADH ubiquinone oxidoreductase",20210605,-
1912939,64654542,F5891DRAFT_1002363,F5891DRAFT_1002363,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654543,F5891DRAFT_1002384,F5891DRAFT_1002384,-,-,Unknown,-,arginase deacetylase,protein-coding,-,-,-,arginase deacetylase,20210605,-
1912939,64654544,F5891DRAFT_1002385,F5891DRAFT_1002385,-,-,Unknown,-,integral peroxisomal membrane peroxin-domain-containing protein,protein-coding,-,-,-,integral peroxisomal membrane peroxin-domain-containing protein,20210605,-
1912939,64654545,F5891DRAFT_1002415,F5891DRAFT_1002415,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654546,F5891DRAFT_1002487,F5891DRAFT_1002487,-,-,Unknown,-,Cullin-domain-containing protein,protein-coding,-,-,-,Cullin-domain-containing protein,20210605,-
1912939,64654547,F5891DRAFT_1002495,F5891DRAFT_1002495,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654548,F5891DRAFT_1002500,F5891DRAFT_1002500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654549,F5891DRAFT_1002522,F5891DRAFT_1002522,-,-,Unknown,-,F-actin-capping protein subunit alpha,protein-coding,-,-,-,F-actin-capping protein subunit alpha,20210605,-
1912939,64654550,F5891DRAFT_1002535,F5891DRAFT_1002535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654551,F5891DRAFT_1002550,F5891DRAFT_1002550,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654552,F5891DRAFT_1002608,F5891DRAFT_1002608,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654553,F5891DRAFT_1002610,F5891DRAFT_1002610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654554,F5891DRAFT_1002629,F5891DRAFT_1002629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654555,F5891DRAFT_1002639,F5891DRAFT_1002639,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654556,F5891DRAFT_1002640,F5891DRAFT_1002640,-,-,Unknown,-,GRASP55/65 PDZ-like domain-containing protein,protein-coding,-,-,-,GRASP55/65 PDZ-like domain-containing protein,20210605,-
1912939,64654557,F5891DRAFT_1002650,F5891DRAFT_1002650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654558,F5891DRAFT_1002663,F5891DRAFT_1002663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654559,F5891DRAFT_1002689,F5891DRAFT_1002689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654560,F5891DRAFT_1002753,F5891DRAFT_1002753,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210605,-
1912939,64654561,F5891DRAFT_1002768,F5891DRAFT_1002768,-,-,Unknown,-,Zinc/iron permease,protein-coding,-,-,-,Zinc/iron permease,20210605,-
1912939,64654562,F5891DRAFT_1002779,F5891DRAFT_1002779,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654563,F5891DRAFT_1002836,F5891DRAFT_1002836,-,-,Unknown,-,calponin homology domain-containing protein,protein-coding,-,-,-,calponin homology domain-containing protein,20210605,-
1912939,64654564,F5891DRAFT_1002839,F5891DRAFT_1002839,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210605,-
1912939,64654565,F5891DRAFT_1002852,F5891DRAFT_1002852,-,-,Unknown,-,eukaryotic porin/Tom40,protein-coding,-,-,-,eukaryotic porin/Tom40,20210522,-
1912939,64654566,F5891DRAFT_1002861,F5891DRAFT_1002861,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654567,F5891DRAFT_1002869,F5891DRAFT_1002869,-,-,Unknown,-,vacuolar fusion protein MON1,protein-coding,-,-,-,vacuolar fusion protein MON1,20210605,-
1912939,64654568,F5891DRAFT_1002874,F5891DRAFT_1002874,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210605,-
1912939,64654569,F5891DRAFT_1002886,F5891DRAFT_1002886,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654570,F5891DRAFT_1002933,F5891DRAFT_1002933,-,-,Unknown,-,tubulin folding cofactor D C terminal-domain-containing protein,protein-coding,-,-,-,tubulin folding cofactor D C terminal-domain-containing protein,20210605,-
1912939,64654571,F5891DRAFT_1002943,F5891DRAFT_1002943,-,-,Unknown,-,Bud-site selection protein,protein-coding,-,-,-,Bud-site selection protein,20210605,-
1912939,64654572,F5891DRAFT_1002961,F5891DRAFT_1002961,-,-,Unknown,-,Metallo-dependent phosphatase-like protein,protein-coding,-,-,-,Metallo-dependent phosphatase-like protein,20210605,-
1912939,64654573,F5891DRAFT_1002969,F5891DRAFT_1002969,-,-,Unknown,-,smad nuclear interacting protein 1,protein-coding,-,-,-,smad nuclear interacting protein 1,20210605,-
1912939,64654574,F5891DRAFT_1002973,F5891DRAFT_1002973,-,-,Unknown,-,vacuolar fusion protein MON1,protein-coding,-,-,-,vacuolar fusion protein MON1,20210605,-
1912939,64654575,F5891DRAFT_1002981,F5891DRAFT_1002981,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654576,F5891DRAFT_1003014,F5891DRAFT_1003014,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654577,F5891DRAFT_1003020,F5891DRAFT_1003020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654578,F5891DRAFT_1003026,F5891DRAFT_1003026,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210605,-
1912939,64654579,F5891DRAFT_1003032,F5891DRAFT_1003032,-,-,Unknown,-,Cerato-platanin,protein-coding,-,-,-,Cerato-platanin,20210605,-
1912939,64654580,F5891DRAFT_1003040,F5891DRAFT_1003040,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654581,F5891DRAFT_1003041,F5891DRAFT_1003041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654582,F5891DRAFT_1003043,F5891DRAFT_1003043,-,-,Unknown,-,FK506-binding protein 1,protein-coding,-,-,-,FK506-binding protein 1,20210605,-
1912939,64654583,F5891DRAFT_1003101,F5891DRAFT_1003101,-,-,Unknown,-,opioid growth factor receptor conserved region-domain-containing protein,protein-coding,-,-,-,opioid growth factor receptor conserved region-domain-containing protein,20210605,-
1912939,64654584,F5891DRAFT_1003107,F5891DRAFT_1003107,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654585,F5891DRAFT_1003191,F5891DRAFT_1003191,-,-,Unknown,-,ribosomal protein L10-domain-containing protein,protein-coding,-,-,-,ribosomal protein L10-domain-containing protein,20210605,-
1912939,64654586,F5891DRAFT_1003232,F5891DRAFT_1003232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654587,F5891DRAFT_1003256,F5891DRAFT_1003256,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654588,F5891DRAFT_1003270,F5891DRAFT_1003270,-,-,Unknown,-,NCA2-domain-containing protein,protein-coding,-,-,-,NCA2-domain-containing protein,20210605,-
1912939,64654589,F5891DRAFT_1003273,F5891DRAFT_1003273,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654590,F5891DRAFT_1003294,F5891DRAFT_1003294,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210605,-
1912939,64654591,F5891DRAFT_1003296,F5891DRAFT_1003296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654592,F5891DRAFT_1003298,F5891DRAFT_1003298,-,-,Unknown,-,PQ-loop-domain-containing protein,protein-coding,-,-,-,PQ-loop-domain-containing protein,20210605,-
1912939,64654593,F5891DRAFT_1003303,F5891DRAFT_1003303,-,-,Unknown,-,band 7 family-domain-containing protein,protein-coding,-,-,-,band 7 family-domain-containing protein,20210605,-
1912939,64654594,F5891DRAFT_1003347,F5891DRAFT_1003347,-,-,Unknown,-,transcription initiation factor TFIID subunit A-domain-containing protein,protein-coding,-,-,-,transcription initiation factor TFIID subunit A-domain-containing protein,20210605,-
1912939,64654595,F5891DRAFT_1003352,F5891DRAFT_1003352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654596,F5891DRAFT_1003358,F5891DRAFT_1003358,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1912939,64654597,F5891DRAFT_1003370,F5891DRAFT_1003370,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210605,-
1912939,64654598,F5891DRAFT_1003372,F5891DRAFT_1003372,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654599,F5891DRAFT_1003389,F5891DRAFT_1003389,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654600,F5891DRAFT_1003409,F5891DRAFT_1003409,-,-,Unknown,-,"Ndufs4, NADH dehydrogenase Fe-S protein 4",protein-coding,-,-,-,"Ndufs4, NADH dehydrogenase Fe-S protein 4",20210605,-
1912939,64654601,F5891DRAFT_1003419,F5891DRAFT_1003419,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
1912939,64654602,F5891DRAFT_1003450,F5891DRAFT_1003450,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654603,F5891DRAFT_1003466,F5891DRAFT_1003466,-,-,Unknown,-,"Rapamycin-insensitive companion of mTOR, N-term-domain-containing protein",protein-coding,-,-,-,"Rapamycin-insensitive companion of mTOR, N-term-domain-containing protein",20210605,-
1912939,64654604,F5891DRAFT_1003504,F5891DRAFT_1003504,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654605,F5891DRAFT_1003512,F5891DRAFT_1003512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654606,F5891DRAFT_1003518,F5891DRAFT_1003518,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654607,F5891DRAFT_1003527,F5891DRAFT_1003527,-,-,Unknown,-,chorismate mutase,protein-coding,-,-,-,chorismate mutase,20210605,-
1912939,64654608,F5891DRAFT_1003535,F5891DRAFT_1003535,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654609,F5891DRAFT_1003543,F5891DRAFT_1003543,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654610,F5891DRAFT_1003548,F5891DRAFT_1003548,-,-,Unknown,-,dihydroxy-acid/6-phosphogluconate dehydratase,protein-coding,-,-,-,dihydroxy-acid/6-phosphogluconate dehydratase,20210605,-
1912939,64654611,F5891DRAFT_1003549,F5891DRAFT_1003549,-,-,Unknown,-,RIO1-domain-containing protein,protein-coding,-,-,-,RIO1-domain-containing protein,20210605,-
1912939,64654612,F5891DRAFT_1003552,F5891DRAFT_1003552,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654613,F5891DRAFT_1003577,F5891DRAFT_1003577,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654614,F5891DRAFT_1003584,F5891DRAFT_1003584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654615,F5891DRAFT_1003589,F5891DRAFT_1003589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654616,F5891DRAFT_1003591,F5891DRAFT_1003591,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654617,F5891DRAFT_1003596,F5891DRAFT_1003596,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654618,F5891DRAFT_1003602,F5891DRAFT_1003602,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654619,F5891DRAFT_1003635,F5891DRAFT_1003635,-,-,Unknown,-,NADH-dependent glutamate dehydrogenase,protein-coding,-,-,-,NADH-dependent glutamate dehydrogenase,20210605,-
1912939,64654620,F5891DRAFT_1003643,F5891DRAFT_1003643,-,-,Unknown,-,terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,protein-coding,-,-,-,terpenoid cyclases/protein prenyltransferase alpha-alpha toroid,20210605,-
1912939,64654621,F5891DRAFT_1003679,F5891DRAFT_1003679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654622,F5891DRAFT_1003724,F5891DRAFT_1003724,-,-,Unknown,-,RNA polymerase Rpb4-domain-containing protein,protein-coding,-,-,-,RNA polymerase Rpb4-domain-containing protein,20210605,-
1912939,64654623,F5891DRAFT_1003773,F5891DRAFT_1003773,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654624,F5891DRAFT_1003799,F5891DRAFT_1003799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654625,F5891DRAFT_1003838,F5891DRAFT_1003838,-,-,Unknown,-,ribosomal protein L1p/L10e family-domain-containing protein,protein-coding,-,-,-,ribosomal protein L1p/L10e family-domain-containing protein,20210605,-
1912939,64654626,F5891DRAFT_1003867,F5891DRAFT_1003867,-,-,Unknown,-,IgA peptidase M64-domain-containing protein,protein-coding,-,-,-,IgA peptidase M64-domain-containing protein,20210605,-
1912939,64654627,F5891DRAFT_1003872,F5891DRAFT_1003872,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654628,F5891DRAFT_1003889,F5891DRAFT_1003889,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654629,F5891DRAFT_1003902,F5891DRAFT_1003902,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654630,F5891DRAFT_1003997,F5891DRAFT_1003997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654631,F5891DRAFT_1004101,F5891DRAFT_1004101,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654632,F5891DRAFT_1004114,F5891DRAFT_1004114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654633,F5891DRAFT_1004124,F5891DRAFT_1004124,-,-,Unknown,-,Adenosylhomocysteinase,protein-coding,-,-,-,Adenosylhomocysteinase,20210605,-
1912939,64654634,F5891DRAFT_1004125,F5891DRAFT_1004125,-,-,Unknown,-,carbonic anhydrase,protein-coding,-,-,-,carbonic anhydrase,20210605,-
1912939,64654635,F5891DRAFT_1004129,F5891DRAFT_1004129,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654636,F5891DRAFT_1004181,F5891DRAFT_1004181,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654637,F5891DRAFT_1004194,F5891DRAFT_1004194,-,-,Unknown,-,malate dehydrogenase,protein-coding,-,-,-,malate dehydrogenase,20210605,-
1912939,64654638,F5891DRAFT_1004197,F5891DRAFT_1004197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654639,F5891DRAFT_1004215,F5891DRAFT_1004215,-,-,Unknown,-,fungal hydrophobin,protein-coding,-,-,-,fungal hydrophobin,20210605,-
1912939,64654640,F5891DRAFT_1004229,F5891DRAFT_1004229,-,-,Unknown,-,ribosomal protein S8,protein-coding,-,-,-,ribosomal protein S8,20210605,-
1912939,64654641,F5891DRAFT_1004230,F5891DRAFT_1004230,-,-,Unknown,-,surface antigen-domain-containing protein,protein-coding,-,-,-,surface antigen-domain-containing protein,20210605,-
1912939,64654642,F5891DRAFT_1004232,F5891DRAFT_1004232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654643,F5891DRAFT_1004281,F5891DRAFT_1004281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654644,F5891DRAFT_1004284,F5891DRAFT_1004284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654645,F5891DRAFT_1004308,F5891DRAFT_1004308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654646,F5891DRAFT_1004309,F5891DRAFT_1004309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654647,F5891DRAFT_1004381,F5891DRAFT_1004381,-,-,Unknown,-,UPF0057-domain-containing protein,protein-coding,-,-,-,UPF0057-domain-containing protein,20210605,-
1912939,64654648,F5891DRAFT_1004452,F5891DRAFT_1004452,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210605,-
1912939,64654649,F5891DRAFT_1004472,F5891DRAFT_1004472,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1912939,64654650,F5891DRAFT_1004477,F5891DRAFT_1004477,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210605,-
1912939,64654651,F5891DRAFT_1004567,F5891DRAFT_1004567,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210605,-
1912939,64654652,F5891DRAFT_1004577,F5891DRAFT_1004577,-,-,Unknown,-,Mob1/phocein,protein-coding,-,-,-,Mob1/phocein,20210605,-
1912939,64654653,F5891DRAFT_1004589,F5891DRAFT_1004589,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654654,F5891DRAFT_1004632,F5891DRAFT_1004632,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1912939,64654655,F5891DRAFT_1004635,F5891DRAFT_1004635,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210605,-
1912939,64654656,F5891DRAFT_1004668,F5891DRAFT_1004668,-,-,Unknown,-,tRNA-guanine(15) transglycosylase-like protein,protein-coding,-,-,-,tRNA-guanine(15) transglycosylase-like protein,20210605,-
