#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1904413,64638734,DEU56DRAFT_10000,DEU56DRAFT_10000,-,-,Unknown,-,BET3 family protein,protein-coding,-,-,-,BET3 family protein,20210605,-
1904413,64638891,DEU56DRAFT_135161,DEU56DRAFT_135161,-,-,Unknown,-,autophagy-related protein 22-like protein,protein-coding,-,-,-,autophagy-related protein 22-like protein,20210605,-
1904413,64638892,DEU56DRAFT_135165,DEU56DRAFT_135165,-,-,Unknown,-,peptidase family M48-domain-containing protein,protein-coding,-,-,-,peptidase family M48-domain-containing protein,20210605,-
1904413,64638893,DEU56DRAFT_135302,DEU56DRAFT_135302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638894,DEU56DRAFT_135836,DEU56DRAFT_135836,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210605,-
1904413,64638895,DEU56DRAFT_136045,DEU56DRAFT_136045,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64638896,DEU56DRAFT_136265,DEU56DRAFT_136265,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638897,DEU56DRAFT_136761,DEU56DRAFT_136761,-,-,Unknown,-,nuclear pore protein 84/107,protein-coding,-,-,-,nuclear pore protein 84/107,20210605,-
1904413,64638898,DEU56DRAFT_136884,DEU56DRAFT_136884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638899,DEU56DRAFT_137027,DEU56DRAFT_137027,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638900,DEU56DRAFT_137055,DEU56DRAFT_137055,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638901,DEU56DRAFT_137058,DEU56DRAFT_137058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638902,DEU56DRAFT_137114,DEU56DRAFT_137114,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638903,DEU56DRAFT_137141,DEU56DRAFT_137141,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638904,DEU56DRAFT_137168,DEU56DRAFT_137168,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64638905,DEU56DRAFT_137340,DEU56DRAFT_137340,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638906,DEU56DRAFT_137488,DEU56DRAFT_137488,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638907,DEU56DRAFT_137636,DEU56DRAFT_137636,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638908,DEU56DRAFT_137806,DEU56DRAFT_137806,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638909,DEU56DRAFT_137954,DEU56DRAFT_137954,-,-,Unknown,-,SNF2 family N-terminal domain-containing protein,protein-coding,-,-,-,SNF2 family N-terminal domain-containing protein,20210605,-
1904413,64638910,DEU56DRAFT_138120,DEU56DRAFT_138120,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638911,DEU56DRAFT_138122,DEU56DRAFT_138122,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638912,DEU56DRAFT_138468,DEU56DRAFT_138468,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638913,DEU56DRAFT_138643,DEU56DRAFT_138643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638914,DEU56DRAFT_138951,DEU56DRAFT_138951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638915,DEU56DRAFT_139530,DEU56DRAFT_139530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638916,DEU56DRAFT_139727,DEU56DRAFT_139727,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638917,DEU56DRAFT_139771,DEU56DRAFT_139771,-,-,Unknown,-,acyl-CoA N-acyltransferase,protein-coding,-,-,-,acyl-CoA N-acyltransferase,20210605,-
1904413,64638918,DEU56DRAFT_140424,DEU56DRAFT_140424,-,-,Unknown,-,FAD binding domain-containing protein,protein-coding,-,-,-,FAD binding domain-containing protein,20210605,-
1904413,64638919,DEU56DRAFT_140884,DEU56DRAFT_140884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638920,DEU56DRAFT_141031,DEU56DRAFT_141031,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638921,DEU56DRAFT_141280,DEU56DRAFT_141280,-,-,Unknown,-,Prephenate dehydratase-domain-containing protein,protein-coding,-,-,-,Prephenate dehydratase-domain-containing protein,20210605,-
1904413,64638922,DEU56DRAFT_141447,DEU56DRAFT_141447,-,-,Unknown,-,cytoplasmic protein,protein-coding,-,-,-,cytoplasmic protein,20210605,-
1904413,64638923,DEU56DRAFT_141612,DEU56DRAFT_141612,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638924,DEU56DRAFT_141776,DEU56DRAFT_141776,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20210605,-
1904413,64638925,DEU56DRAFT_141963,DEU56DRAFT_141963,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638926,DEU56DRAFT_142150,DEU56DRAFT_142150,-,-,Unknown,-,RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein,protein-coding,-,-,-,RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein,20210605,-
1904413,64638927,DEU56DRAFT_142166,DEU56DRAFT_142166,-,-,Unknown,-,mediator complex subunit Med5-domain-containing protein,protein-coding,-,-,-,mediator complex subunit Med5-domain-containing protein,20210605,-
1904413,64638928,DEU56DRAFT_142193,DEU56DRAFT_142193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638929,DEU56DRAFT_142525,DEU56DRAFT_142525,-,-,Unknown,-,single hybrid motif-containing protein,protein-coding,-,-,-,single hybrid motif-containing protein,20210605,-
1904413,64638930,DEU56DRAFT_142975,DEU56DRAFT_142975,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638931,DEU56DRAFT_143049,DEU56DRAFT_143049,-,-,Unknown,-,laccase,protein-coding,-,-,-,laccase,20210605,-
1904413,64638932,DEU56DRAFT_143539,DEU56DRAFT_143539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638933,DEU56DRAFT_14367,DEU56DRAFT_14367,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638934,DEU56DRAFT_143903,DEU56DRAFT_143903,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638935,DEU56DRAFT_144138,DEU56DRAFT_144138,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638936,DEU56DRAFT_144530,DEU56DRAFT_144530,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638937,DEU56DRAFT_144555,DEU56DRAFT_144555,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638938,DEU56DRAFT_144764,DEU56DRAFT_144764,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638939,DEU56DRAFT_144911,DEU56DRAFT_144911,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638940,DEU56DRAFT_145209,DEU56DRAFT_145209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638941,DEU56DRAFT_145603,DEU56DRAFT_145603,-,-,Unknown,-,Isy1-like splicing factor,protein-coding,-,-,-,Isy1-like splicing factor,20210605,-
1904413,64638942,DEU56DRAFT_145757,DEU56DRAFT_145757,-,-,Unknown,-,isoprenoid synthase domain-containing protein,protein-coding,-,-,-,isoprenoid synthase domain-containing protein,20210605,-
1904413,64638943,DEU56DRAFT_145829,DEU56DRAFT_145829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638944,DEU56DRAFT_146254,DEU56DRAFT_146254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638945,DEU56DRAFT_146364,DEU56DRAFT_146364,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638946,DEU56DRAFT_146539,DEU56DRAFT_146539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638947,DEU56DRAFT_146900,DEU56DRAFT_146900,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638948,DEU56DRAFT_14744,DEU56DRAFT_14744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638949,DEU56DRAFT_147649,DEU56DRAFT_147649,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638950,DEU56DRAFT_147847,DEU56DRAFT_147847,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638951,DEU56DRAFT_147859,DEU56DRAFT_147859,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638952,DEU56DRAFT_14834,DEU56DRAFT_14834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638953,DEU56DRAFT_148474,DEU56DRAFT_148474,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638954,DEU56DRAFT_148606,DEU56DRAFT_148606,-,-,Unknown,-,vacuolar amino acid permease,protein-coding,-,-,-,vacuolar amino acid permease,20210605,-
1904413,64638955,DEU56DRAFT_148734,DEU56DRAFT_148734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638956,DEU56DRAFT_148933,DEU56DRAFT_148933,-,-,Unknown,-,HSF-type DNA-binding-domain-containing protein,protein-coding,-,-,-,HSF-type DNA-binding-domain-containing protein,20210605,-
1904413,64638957,DEU56DRAFT_149002,DEU56DRAFT_149002,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638958,DEU56DRAFT_149199,DEU56DRAFT_149199,-,-,Unknown,-,transcription factor subunit Med10 of mediator complex-domain-containing protein,protein-coding,-,-,-,transcription factor subunit Med10 of mediator complex-domain-containing protein,20210605,-
1904413,64638959,DEU56DRAFT_150043,DEU56DRAFT_150043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638960,DEU56DRAFT_150103,DEU56DRAFT_150103,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210605,-
1904413,64638961,DEU56DRAFT_150642,DEU56DRAFT_150642,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638962,DEU56DRAFT_150690,DEU56DRAFT_150690,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1904413,64638963,DEU56DRAFT_150776,DEU56DRAFT_150776,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638964,DEU56DRAFT_151802,DEU56DRAFT_151802,-,-,Unknown,-,EF-hand,protein-coding,-,-,-,EF-hand,20210605,-
1904413,64638965,DEU56DRAFT_151889,DEU56DRAFT_151889,-,-,Unknown,-,vesicle transport v-SNARE protein N-terminus-domain-containing protein,protein-coding,-,-,-,vesicle transport v-SNARE protein N-terminus-domain-containing protein,20210605,-
1904413,64638966,DEU56DRAFT_152058,DEU56DRAFT_152058,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
1904413,64638967,DEU56DRAFT_152170,DEU56DRAFT_152170,-,-,Unknown,-,glycosyltransferase family 57 protein,protein-coding,-,-,-,glycosyltransferase family 57 protein,20210605,-
1904413,64638968,DEU56DRAFT_152409,DEU56DRAFT_152409,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638969,DEU56DRAFT_152565,DEU56DRAFT_152565,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20210605,-
1904413,64638970,DEU56DRAFT_152764,DEU56DRAFT_152764,-,-,Unknown,-,nucleophile aminohydrolase,protein-coding,-,-,-,nucleophile aminohydrolase,20210605,-
1904413,64638971,DEU56DRAFT_153127,DEU56DRAFT_153127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638972,DEU56DRAFT_153494,DEU56DRAFT_153494,-,-,Unknown,-,ribosomal protein S3Ae,protein-coding,-,-,-,ribosomal protein S3Ae,20210605,-
1904413,64638973,DEU56DRAFT_153542,DEU56DRAFT_153542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638974,DEU56DRAFT_153853,DEU56DRAFT_153853,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638975,DEU56DRAFT_154036,DEU56DRAFT_154036,-,-,Unknown,-,WD40-repeat-containing domain protein,protein-coding,-,-,-,WD40-repeat-containing domain protein,20210605,-
1904413,64638976,DEU56DRAFT_154178,DEU56DRAFT_154178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638977,DEU56DRAFT_154188,DEU56DRAFT_154188,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64638978,DEU56DRAFT_154264,DEU56DRAFT_154264,-,-,Unknown,-,Snf7-domain-containing protein,protein-coding,-,-,-,Snf7-domain-containing protein,20210605,-
1904413,64638979,DEU56DRAFT_154269,DEU56DRAFT_154269,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210605,-
1904413,64638980,DEU56DRAFT_154270,DEU56DRAFT_154270,-,-,Unknown,-,NIF-domain-containing protein,protein-coding,-,-,-,NIF-domain-containing protein,20210605,-
1904413,64638981,DEU56DRAFT_154378,DEU56DRAFT_154378,-,-,Unknown,-,class I glutamine amidotransferase-like protein,protein-coding,-,-,-,class I glutamine amidotransferase-like protein,20210605,-
1904413,64638982,DEU56DRAFT_154609,DEU56DRAFT_154609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638983,DEU56DRAFT_154635,DEU56DRAFT_154635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638984,DEU56DRAFT_155068,DEU56DRAFT_155068,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638985,DEU56DRAFT_155461,DEU56DRAFT_155461,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64638986,DEU56DRAFT_155542,DEU56DRAFT_155542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638987,DEU56DRAFT_156064,DEU56DRAFT_156064,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638988,DEU56DRAFT_156310,DEU56DRAFT_156310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638989,DEU56DRAFT_156407,DEU56DRAFT_156407,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210605,-
1904413,64638990,DEU56DRAFT_15681,DEU56DRAFT_15681,-,-,Unknown,-,NOL1/NOP2/sun family RNA met,protein-coding,-,-,-,NOL1/NOP2/sun family RNA met,20210605,-
1904413,64638991,DEU56DRAFT_157096,DEU56DRAFT_157096,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638992,DEU56DRAFT_157553,DEU56DRAFT_157553,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638993,DEU56DRAFT_157841,DEU56DRAFT_157841,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638994,DEU56DRAFT_158169,DEU56DRAFT_158169,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638995,DEU56DRAFT_158195,DEU56DRAFT_158195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638996,DEU56DRAFT_158612,DEU56DRAFT_158612,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64638997,DEU56DRAFT_158758,DEU56DRAFT_158758,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210605,-
1904413,64638998,DEU56DRAFT_158915,DEU56DRAFT_158915,-,-,Unknown,-,Cullin binding-domain-containing protein,protein-coding,-,-,-,Cullin binding-domain-containing protein,20210605,-
1904413,64638999,DEU56DRAFT_159028,DEU56DRAFT_159028,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64639000,DEU56DRAFT_159519,DEU56DRAFT_159519,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639001,DEU56DRAFT_159578,DEU56DRAFT_159578,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639002,DEU56DRAFT_159840,DEU56DRAFT_159840,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639003,DEU56DRAFT_16018,DEU56DRAFT_16018,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64639004,DEU56DRAFT_160470,DEU56DRAFT_160470,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639005,DEU56DRAFT_160853,DEU56DRAFT_160853,-,-,Unknown,-,TLD-domain-containing protein,protein-coding,-,-,-,TLD-domain-containing protein,20210605,-
1904413,64639006,DEU56DRAFT_161086,DEU56DRAFT_161086,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639007,DEU56DRAFT_161392,DEU56DRAFT_161392,-,-,Unknown,-,Ctr copper transporter,protein-coding,-,-,-,Ctr copper transporter,20210605,-
1904413,64639008,DEU56DRAFT_161427,DEU56DRAFT_161427,-,-,Unknown,-,Frataxin,protein-coding,-,-,-,Frataxin,20210605,-
1904413,64639009,DEU56DRAFT_161841,DEU56DRAFT_161841,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210605,-
1904413,64639010,DEU56DRAFT_161875,DEU56DRAFT_161875,-,-,Unknown,-,Urb2/Npa2 family-domain-containing protein,protein-coding,-,-,-,Urb2/Npa2 family-domain-containing protein,20210605,-
1904413,64639011,DEU56DRAFT_162228,DEU56DRAFT_162228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639012,DEU56DRAFT_162276,DEU56DRAFT_162276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639013,DEU56DRAFT_162591,DEU56DRAFT_162591,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64639014,DEU56DRAFT_162764,DEU56DRAFT_162764,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639015,DEU56DRAFT_163391,DEU56DRAFT_163391,-,-,Unknown,-,NAD-P-binding protein,protein-coding,-,-,-,NAD-P-binding protein,20210605,-
1904413,64639016,DEU56DRAFT_163590,DEU56DRAFT_163590,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639017,DEU56DRAFT_163778,DEU56DRAFT_163778,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64639018,DEU56DRAFT_163968,DEU56DRAFT_163968,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
