#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
498019,29139794,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Candida auris).,other,-,-,-,-,20210327,-
498019,40025335,CJI97_000188,CJI97_000188,-,-,Unknown,-,ribose-5-phosphate isomerase,protein-coding,-,-,-,ribose-5-phosphate isomerase,20210309,-
498019,40025336,CJI97_000189,CJI97_000189,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40025337,CJI97_000190,CJI97_000190,-,-,Unknown,-,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43,protein-coding,-,-,-,pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43,20210309,-
498019,40025338,CJI97_000191,CJI97_000191,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025339,CJI97_000192,CJI97_000192,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025340,CJI97_000193,CJI97_000193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025341,CJI97_000194,CJI97_000194,-,-,Unknown,-,DNA-directed RNA polymerase I subunit RPA2,protein-coding,-,-,-,DNA-directed RNA polymerase I subunit RPA2,20210309,-
498019,40025342,CJI97_000195,CJI97_000195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025343,CJI97_000196,CJI97_000196,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025344,CJI97_000197,CJI97_000197,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025345,CJI97_000198,CJI97_000198,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025346,CJI97_000199,CJI97_000199,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025347,CJI97_000200,CJI97_000200,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025348,CJI97_000201,CJI97_000201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025349,CJI97_000202,CJI97_000202,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025350,CJI97_000203,CJI97_000203,-,-,Unknown,-,leucine-tRNA ligase,protein-coding,-,-,-,leucine-tRNA ligase,20210309,-
498019,40025351,CJI97_000204,CJI97_000204,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025352,CJI97_000205,CJI97_000205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025353,CJI97_000206,CJI97_000206,-,-,Unknown,-,40S ribosomal protein S9-A,protein-coding,-,-,-,40S ribosomal protein S9-A,20210309,-
498019,40025354,CJI97_000207,CJI97_000207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025355,CJI97_000208,CJI97_000208,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025356,CJI97_000209,CJI97_000209,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025357,CJI97_000210,CJI97_000210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025358,CJI97_000211,CJI97_000211,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025359,CJI97_000212,CJI97_000212,-,-,Unknown,-,60S acidic ribosomal protein P1-B,protein-coding,-,-,-,60S acidic ribosomal protein P1-B,20210309,-
498019,40025360,CJI97_000213,CJI97_000213,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025361,CJI97_000214,CJI97_000214,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025362,CJI97_000215,CJI97_000215,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025363,CJI97_000216,CJI97_000216,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025364,CJI97_000217,CJI97_000217,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025365,CJI97_000218,CJI97_000218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025366,CJI97_000219,CJI97_000219,-,-,Unknown,-,ribosomal protein L27,protein-coding,-,-,-,ribosomal protein L27,20210309,-
498019,40025367,CJI97_000220,CJI97_000220,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025368,CJI97_000221,CJI97_000221,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025369,CJI97_000222,CJI97_000222,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025370,CJI97_000223,CJI97_000223,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025371,CJI97_000224,CJI97_000224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025372,CJI97_000225,CJI97_000225,-,-,Unknown,-,GTP-binding protein YchF,protein-coding,-,-,-,GTP-binding protein YchF,20210309,-
498019,40025373,CJI97_000226,CJI97_000226,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025374,CJI97_000227,CJI97_000227,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025375,CJI97_000228,CJI97_000228,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025376,CJI97_000229,CJI97_000229,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025377,CJI97_000230,CJI97_000230,-,-,Unknown,-,3-isopropylmalate dehydrogenase,protein-coding,-,-,-,3-isopropylmalate dehydrogenase,20210309,-
498019,40025378,CJI97_000231,CJI97_000231,-,-,Unknown,-,"cysteine desulfurase, mitochondrial",protein-coding,-,-,-,"cysteine desulfurase, mitochondrial",20210309,-
498019,40025379,CJI97_000232,CJI97_000232,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025380,CJI97_000233,CJI97_000233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025381,CJI97_000234,CJI97_000234,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025382,CJI97_000235,CJI97_000235,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025383,CJI97_000236,CJI97_000236,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025384,CJI97_000237,CJI97_000237,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025385,CJI97_000238,CJI97_000238,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025386,CJI97_000239,CJI97_000239,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025387,CJI97_000240,CJI97_000240,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025388,CJI97_000241,CJI97_000241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025389,CJI97_000242,CJI97_000242,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025390,CJI97_000243,CJI97_000243,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025391,CJI97_000244,CJI97_000244,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40025392,CJI97_000245,CJI97_000245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025393,CJI97_000246,CJI97_000246,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025394,CJI97_000247,CJI97_000247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025395,CJI97_000248,CJI97_000248,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025396,CJI97_000249,CJI97_000249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025397,CJI97_000250,CJI97_000250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025398,CJI97_000251,CJI97_000251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025399,CJI97_000252,CJI97_000252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025400,CJI97_000253,CJI97_000253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025401,CJI97_000254,CJI97_000254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025402,CJI97_000255,CJI97_000255,-,-,Unknown,-,40S ribosomal protein S17-B,protein-coding,-,-,-,40S ribosomal protein S17-B,20210424,-
498019,40025403,CJI97_000256,CJI97_000256,-,-,Unknown,-,transcriptional adapter 2,protein-coding,-,-,-,transcriptional adapter 2,20210309,-
498019,40025404,CJI97_000257,CJI97_000257,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025405,CJI97_000258,CJI97_000258,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025406,CJI97_000259,CJI97_000259,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40025407,CJI97_000260,CJI97_000260,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025408,CJI97_000261,CJI97_000261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025409,CJI97_000262,CJI97_000262,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025410,CJI97_000263,CJI97_000263,-,-,Unknown,-,calcium/proton exchanger,protein-coding,-,-,-,calcium/proton exchanger,20210309,-
498019,40025411,CJI97_000264,CJI97_000264,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025412,CJI97_000265,CJI97_000265,-,-,Unknown,-,T-complex protein 1 subunit alpha,protein-coding,-,-,-,T-complex protein 1 subunit alpha,20210309,-
498019,40025413,CJI97_000266,CJI97_000266,-,-,Unknown,-,5S ribosomal RNA,rRNA,-,-,-,-,20200919,-
498019,40025414,CJI97_000267,CJI97_000267,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025415,CJI97_000268,CJI97_000268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025416,CJI97_000269,CJI97_000269,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025417,CJI97_000270,CJI97_000270,-,-,Unknown,-,cell division control protein 42,protein-coding,-,-,-,cell division control protein 42,20210309,-
498019,40025418,CJI97_000271,CJI97_000271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025419,CJI97_000272,CJI97_000272,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025420,CJI97_000273,CJI97_000273,-,-,Unknown,-,clathrin-associated protein AP-3 complex component APS3,protein-coding,-,-,-,clathrin-associated protein AP-3 complex component APS3,20210309,-
498019,40025421,CJI97_000274,CJI97_000274,-,-,Unknown,-,kynureninase,protein-coding,-,-,-,kynureninase,20210309,-
498019,40025422,CJI97_000275,CJI97_000275,-,-,Unknown,-,enolase 2,protein-coding,-,-,-,enolase 2,20210309,-
498019,40025423,CJI97_000276,CJI97_000276,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025424,CJI97_000277,CJI97_000277,-,-,Unknown,-,chaperone DnaK,protein-coding,-,-,-,chaperone DnaK,20210309,-
498019,40025425,CJI97_000278,CJI97_000278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025426,CJI97_000279,CJI97_000279,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025427,CJI97_000280,CJI97_000280,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025428,CJI97_000281,CJI97_000281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025429,CJI97_000282,CJI97_000282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025430,CJI97_000283,CJI97_000283,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025431,CJI97_000284,CJI97_000284,-,-,Unknown,-,secondary thiamine-phosphate synthase enzyme,protein-coding,-,-,-,secondary thiamine-phosphate synthase enzyme,20210424,-
498019,40025432,CJI97_000285,CJI97_000285,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025433,CJI97_000286,CJI97_000286,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025434,CJI97_000287,CJI97_000287,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025435,CJI97_000288,CJI97_000288,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025436,CJI97_000289,CJI97_000289,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025437,CJI97_000290,CJI97_000290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025438,CJI97_000291,CJI97_000291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025439,CJI97_000292,CJI97_000292,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025440,CJI97_000293,CJI97_000293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025441,CJI97_000294,CJI97_000294,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025442,CJI97_000295,CJI97_000295,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40025443,CJI97_000296,CJI97_000296,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025444,CJI97_000297,CJI97_000297,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025445,CJI97_000298,CJI97_000298,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025446,CJI97_000299,CJI97_000299,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025447,CJI97_000300,CJI97_000300,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025448,CJI97_000301,CJI97_000301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025449,CJI97_000302,CJI97_000302,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025450,CJI97_000303,CJI97_000303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025451,CJI97_000304,CJI97_000304,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025452,CJI97_000305,CJI97_000305,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025453,CJI97_000306,CJI97_000306,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025454,CJI97_000307,CJI97_000307,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025455,CJI97_000308,CJI97_000308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025456,CJI97_000309,CJI97_000309,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025457,CJI97_000310,CJI97_000310,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025458,CJI97_000311,CJI97_000311,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025459,CJI97_000312,CJI97_000312,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025460,CJI97_000313,CJI97_000313,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025461,CJI97_000314,CJI97_000314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025462,CJI97_000315,CJI97_000315,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025463,CJI97_000316,CJI97_000316,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025464,CJI97_000317,CJI97_000317,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025465,CJI97_000318,CJI97_000318,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40025466,CJI97_000319,CJI97_000319,-,-,Unknown,-,adenosine deaminase,protein-coding,-,-,-,adenosine deaminase,20210309,-
498019,40025467,CJI97_000320,CJI97_000320,-,-,Unknown,-,D-3-phosphoglycerate dehydrogenase 1,protein-coding,-,-,-,D-3-phosphoglycerate dehydrogenase 1,20210309,-
498019,40025468,CJI97_000321,CJI97_000321,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025469,CJI97_000322,CJI97_000322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025470,CJI97_000323,CJI97_000323,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025471,CJI97_000324,CJI97_000324,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025472,CJI97_000325,CJI97_000325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40025473,CJI97_000326,CJI97_000326,-,-,Unknown,-,protoporphyrinogen oxidase,protein-coding,-,-,-,protoporphyrinogen oxidase,20210309,-
498019,40025474,CJI97_000327,CJI97_000327,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
