#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
578459,28972427,RHOBADRAFT_10053,RHOBADRAFT_10053,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200205,-
578459,28972600,RHOBADRAFT_13664,RHOBADRAFT_13664,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972601,RHOBADRAFT_13671,RHOBADRAFT_13671,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972602,RHOBADRAFT_13696,RHOBADRAFT_13696,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972603,RHOBADRAFT_13733,RHOBADRAFT_13733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972604,RHOBADRAFT_13737,RHOBADRAFT_13737,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972605,RHOBADRAFT_13744,RHOBADRAFT_13744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972606,RHOBADRAFT_13761,RHOBADRAFT_13761,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972607,RHOBADRAFT_13767,RHOBADRAFT_13767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972608,RHOBADRAFT_13779,RHOBADRAFT_13779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972609,RHOBADRAFT_1383,RHOBADRAFT_1383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972610,RHOBADRAFT_1384,RHOBADRAFT_1384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972611,RHOBADRAFT_13841,RHOBADRAFT_13841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972612,RHOBADRAFT_13848,RHOBADRAFT_13848,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972613,RHOBADRAFT_13852,RHOBADRAFT_13852,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972614,RHOBADRAFT_13884,RHOBADRAFT_13884,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972615,RHOBADRAFT_13918,RHOBADRAFT_13918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972616,RHOBADRAFT_13954,RHOBADRAFT_13954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972617,RHOBADRAFT_13962,RHOBADRAFT_13962,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972618,RHOBADRAFT_13968,RHOBADRAFT_13968,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972619,RHOBADRAFT_13973,RHOBADRAFT_13973,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972620,RHOBADRAFT_13982,RHOBADRAFT_13982,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972621,RHOBADRAFT_13988,RHOBADRAFT_13988,-,-,Unknown,-,casein kinase I,protein-coding,-,-,-,casein kinase I,20200205,-
578459,28972622,RHOBADRAFT_14009,RHOBADRAFT_14009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972623,RHOBADRAFT_14012,RHOBADRAFT_14012,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972624,RHOBADRAFT_14034,RHOBADRAFT_14034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972625,RHOBADRAFT_14063,RHOBADRAFT_14063,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972626,RHOBADRAFT_14068,RHOBADRAFT_14068,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972627,RHOBADRAFT_14069,RHOBADRAFT_14069,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972628,RHOBADRAFT_14078,RHOBADRAFT_14078,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972629,RHOBADRAFT_14083,RHOBADRAFT_14083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972630,RHOBADRAFT_14084,RHOBADRAFT_14084,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972631,RHOBADRAFT_14111,RHOBADRAFT_14111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972632,RHOBADRAFT_14116,RHOBADRAFT_14116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972633,RHOBADRAFT_14144,RHOBADRAFT_14144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972634,RHOBADRAFT_1415,RHOBADRAFT_1415,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972635,RHOBADRAFT_14188,RHOBADRAFT_14188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972636,RHOBADRAFT_14191,RHOBADRAFT_14191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972637,RHOBADRAFT_14195,RHOBADRAFT_14195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972638,RHOBADRAFT_14207,RHOBADRAFT_14207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972639,RHOBADRAFT_14214,RHOBADRAFT_14214,-,-,Unknown,-,glycoside hydrolase family 16 protein,protein-coding,-,-,-,glycoside hydrolase family 16 protein,20200205,-
578459,28972640,RHOBADRAFT_14225,RHOBADRAFT_14225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972641,RHOBADRAFT_14250,RHOBADRAFT_14250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972642,RHOBADRAFT_14269,RHOBADRAFT_14269,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972643,RHOBADRAFT_14281,RHOBADRAFT_14281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972644,RHOBADRAFT_14284,RHOBADRAFT_14284,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972645,RHOBADRAFT_14292,RHOBADRAFT_14292,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972646,RHOBADRAFT_14305,RHOBADRAFT_14305,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972647,RHOBADRAFT_14310,RHOBADRAFT_14310,-,-,Unknown,-,glycosyltransferase family 4 protein,protein-coding,-,-,-,glycosyltransferase family 4 protein,20200205,-
578459,28972648,RHOBADRAFT_14324,RHOBADRAFT_14324,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972649,RHOBADRAFT_14353,RHOBADRAFT_14353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972650,RHOBADRAFT_14367,RHOBADRAFT_14367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972651,RHOBADRAFT_14417,RHOBADRAFT_14417,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972652,RHOBADRAFT_14433,RHOBADRAFT_14433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972653,RHOBADRAFT_14445,RHOBADRAFT_14445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972654,RHOBADRAFT_14491,RHOBADRAFT_14491,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972655,RHOBADRAFT_14530,RHOBADRAFT_14530,-,-,Unknown,-,glycosyltransferase family 90 protein,protein-coding,-,-,-,glycosyltransferase family 90 protein,20200205,-
578459,28972656,RHOBADRAFT_14536,RHOBADRAFT_14536,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972657,RHOBADRAFT_1454,RHOBADRAFT_1454,-,-,Unknown,-,glycoside hydrolase family 85 protein,protein-coding,-,-,-,glycoside hydrolase family 85 protein,20200205,-
578459,28972658,RHOBADRAFT_14548,RHOBADRAFT_14548,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972659,RHOBADRAFT_14551,RHOBADRAFT_14551,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972660,RHOBADRAFT_14560,RHOBADRAFT_14560,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972661,RHOBADRAFT_14581,RHOBADRAFT_14581,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972662,RHOBADRAFT_14607,RHOBADRAFT_14607,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972663,RHOBADRAFT_14609,RHOBADRAFT_14609,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972664,RHOBADRAFT_14709,RHOBADRAFT_14709,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972665,RHOBADRAFT_14732,RHOBADRAFT_14732,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972666,RHOBADRAFT_14767,RHOBADRAFT_14767,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972667,RHOBADRAFT_14770,RHOBADRAFT_14770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972668,RHOBADRAFT_14779,RHOBADRAFT_14779,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972669,RHOBADRAFT_14821,RHOBADRAFT_14821,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972670,RHOBADRAFT_14897,RHOBADRAFT_14897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972671,RHOBADRAFT_14902,RHOBADRAFT_14902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972672,RHOBADRAFT_14907,RHOBADRAFT_14907,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972673,RHOBADRAFT_14921,RHOBADRAFT_14921,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972674,RHOBADRAFT_14938,RHOBADRAFT_14938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972675,RHOBADRAFT_14939,RHOBADRAFT_14939,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972676,RHOBADRAFT_14945,RHOBADRAFT_14945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972677,RHOBADRAFT_14950,RHOBADRAFT_14950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972678,RHOBADRAFT_14979,RHOBADRAFT_14979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972679,RHOBADRAFT_1498,RHOBADRAFT_1498,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
578459,28972680,RHOBADRAFT_14984,RHOBADRAFT_14984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972681,RHOBADRAFT_14989,RHOBADRAFT_14989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972682,RHOBADRAFT_1499,RHOBADRAFT_1499,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972683,RHOBADRAFT_14991,RHOBADRAFT_14991,-,-,Unknown,-,glycoside hydrolase family 16 protein,protein-coding,-,-,-,glycoside hydrolase family 16 protein,20200205,-
578459,28972684,RHOBADRAFT_15007,RHOBADRAFT_15007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972685,RHOBADRAFT_15009,RHOBADRAFT_15009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972686,RHOBADRAFT_15055,RHOBADRAFT_15055,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972687,RHOBADRAFT_15105,RHOBADRAFT_15105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972688,RHOBADRAFT_15118,RHOBADRAFT_15118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972689,RHOBADRAFT_15125,RHOBADRAFT_15125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972690,RHOBADRAFT_15136,RHOBADRAFT_15136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972691,RHOBADRAFT_15178,RHOBADRAFT_15178,-,-,Unknown,-,glycosyltransferase family 90 protein,protein-coding,-,-,-,glycosyltransferase family 90 protein,20200205,-
578459,28972692,RHOBADRAFT_15188,RHOBADRAFT_15188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972693,RHOBADRAFT_15193,RHOBADRAFT_15193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972694,RHOBADRAFT_152,RHOBADRAFT_152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
578459,28972695,RHOBADRAFT_15208,RHOBADRAFT_15208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972696,RHOBADRAFT_15209,RHOBADRAFT_15209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972697,RHOBADRAFT_15211,RHOBADRAFT_15211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972698,RHOBADRAFT_15227,RHOBADRAFT_15227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972699,RHOBADRAFT_15250,RHOBADRAFT_15250,-,-,Unknown,-,glycosyltransferase family 90 protein,protein-coding,-,-,-,glycosyltransferase family 90 protein,20200205,-
578459,28972700,RHOBADRAFT_15257,RHOBADRAFT_15257,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972701,RHOBADRAFT_15287,RHOBADRAFT_15287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972702,RHOBADRAFT_15315,RHOBADRAFT_15315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972703,RHOBADRAFT_15354,RHOBADRAFT_15354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972704,RHOBADRAFT_15360,RHOBADRAFT_15360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972705,RHOBADRAFT_15373,RHOBADRAFT_15373,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972706,RHOBADRAFT_15397,RHOBADRAFT_15397,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972707,RHOBADRAFT_15409,RHOBADRAFT_15409,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972708,RHOBADRAFT_15411,RHOBADRAFT_15411,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972709,RHOBADRAFT_15431,RHOBADRAFT_15431,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972710,RHOBADRAFT_15433,RHOBADRAFT_15433,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972711,RHOBADRAFT_1545,RHOBADRAFT_1545,-,-,Unknown,-,carbohydrate esterase family 4 protein,protein-coding,-,-,-,carbohydrate esterase family 4 protein,20200205,-
578459,28972712,RHOBADRAFT_15451,RHOBADRAFT_15451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972713,RHOBADRAFT_15469,RHOBADRAFT_15469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972714,RHOBADRAFT_15559,RHOBADRAFT_15559,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972715,RHOBADRAFT_15569,RHOBADRAFT_15569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972716,RHOBADRAFT_15577,RHOBADRAFT_15577,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972717,RHOBADRAFT_15587,RHOBADRAFT_15587,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972718,RHOBADRAFT_15633,RHOBADRAFT_15633,-,-,Unknown,-,glycosyltransferase family 39 protein,protein-coding,-,-,-,glycosyltransferase family 39 protein,20200205,-
578459,28972719,RHOBADRAFT_15707,RHOBADRAFT_15707,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972720,RHOBADRAFT_1571,RHOBADRAFT_1571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972721,RHOBADRAFT_15712,RHOBADRAFT_15712,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972722,RHOBADRAFT_15713,RHOBADRAFT_15713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972723,RHOBADRAFT_15720,RHOBADRAFT_15720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972724,RHOBADRAFT_15770,RHOBADRAFT_15770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972725,RHOBADRAFT_15796,RHOBADRAFT_15796,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972726,RHOBADRAFT_15797,RHOBADRAFT_15797,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972727,RHOBADRAFT_15851,RHOBADRAFT_15851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972728,RHOBADRAFT_15858,RHOBADRAFT_15858,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972729,RHOBADRAFT_15861,RHOBADRAFT_15861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972730,RHOBADRAFT_15877,RHOBADRAFT_15877,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972731,RHOBADRAFT_15880,RHOBADRAFT_15880,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972732,RHOBADRAFT_15894,RHOBADRAFT_15894,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972733,RHOBADRAFT_15912,RHOBADRAFT_15912,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972734,RHOBADRAFT_15917,RHOBADRAFT_15917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972735,RHOBADRAFT_15945,RHOBADRAFT_15945,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972736,RHOBADRAFT_15953,RHOBADRAFT_15953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972737,RHOBADRAFT_15966,RHOBADRAFT_15966,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972738,RHOBADRAFT_15967,RHOBADRAFT_15967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972739,RHOBADRAFT_15994,RHOBADRAFT_15994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972740,RHOBADRAFT_15999,RHOBADRAFT_15999,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972741,RHOBADRAFT_16002,RHOBADRAFT_16002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972742,RHOBADRAFT_16035,RHOBADRAFT_16035,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972743,RHOBADRAFT_16058,RHOBADRAFT_16058,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972744,RHOBADRAFT_16077,RHOBADRAFT_16077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972745,RHOBADRAFT_16085,RHOBADRAFT_16085,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972746,RHOBADRAFT_16088,RHOBADRAFT_16088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972747,RHOBADRAFT_16107,RHOBADRAFT_16107,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972748,RHOBADRAFT_16110,RHOBADRAFT_16110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28972749,RHOBADRAFT_16120,RHOBADRAFT_16120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
