#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392243,54414118,P152DRAFT_100491,P152DRAFT_100491,-,-,Unknown,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210313,-
1392243,54414292,P152DRAFT_124341,P152DRAFT_124341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414293,P152DRAFT_12438,P152DRAFT_12438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414294,P152DRAFT_124606,P152DRAFT_124606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414295,P152DRAFT_12486,P152DRAFT_12486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414296,P152DRAFT_124872,P152DRAFT_124872,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414297,P152DRAFT_125074,P152DRAFT_125074,-,-,Unknown,-,cysteine dioxygenase,protein-coding,-,-,-,cysteine dioxygenase,20210313,-
1392243,54414298,P152DRAFT_125308,P152DRAFT_125308,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414299,P152DRAFT_12562,P152DRAFT_12562,-,-,Unknown,-,DUF775-domain-containing protein,protein-coding,-,-,-,DUF775-domain-containing protein,20210313,-
1392243,54414300,P152DRAFT_12563,P152DRAFT_12563,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414301,P152DRAFT_125701,P152DRAFT_125701,-,-,Unknown,-,putative TBP associated factor,protein-coding,-,-,-,putative TBP associated factor,20210313,-
1392243,54414302,P152DRAFT_125823,P152DRAFT_125823,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414303,P152DRAFT_125938,P152DRAFT_125938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414304,P152DRAFT_125940,P152DRAFT_125940,-,-,Unknown,-,glycoside hydrolase family 17 protein,protein-coding,-,-,-,glycoside hydrolase family 17 protein,20210313,-
1392243,54414305,P152DRAFT_12627,P152DRAFT_12627,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414306,P152DRAFT_126301,P152DRAFT_126301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414307,P152DRAFT_126359,P152DRAFT_126359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414308,P152DRAFT_126417,P152DRAFT_126417,-,-,Unknown,-,acyl-CoA synthetase/AMP-acid ligase-like protein II,protein-coding,-,-,-,acyl-CoA synthetase/AMP-acid ligase-like protein II,20210313,-
1392243,54414309,P152DRAFT_126530,P152DRAFT_126530,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414310,P152DRAFT_126556,P152DRAFT_126556,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414311,P152DRAFT_126820,P152DRAFT_126820,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210313,-
1392243,54414312,P152DRAFT_127042,P152DRAFT_127042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414313,P152DRAFT_127095,P152DRAFT_127095,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414314,P152DRAFT_127155,P152DRAFT_127155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414315,P152DRAFT_127328,P152DRAFT_127328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414316,P152DRAFT_127479,P152DRAFT_127479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414317,P152DRAFT_128055,P152DRAFT_128055,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210313,-
1392243,54414318,P152DRAFT_128113,P152DRAFT_128113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414319,P152DRAFT_12876,P152DRAFT_12876,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210313,-
1392243,54414320,P152DRAFT_129067,P152DRAFT_129067,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414321,P152DRAFT_12917,P152DRAFT_12917,-,-,Unknown,-,A/B/D/E cyclin,protein-coding,-,-,-,A/B/D/E cyclin,20210313,-
1392243,54414322,P152DRAFT_129175,P152DRAFT_129175,-,-,Unknown,-,"endo-1,5-alpha-L-arabinosidase",protein-coding,-,-,-,"endo-1,5-alpha-L-arabinosidase",20210313,-
1392243,54414323,P152DRAFT_129184,P152DRAFT_129184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414324,P152DRAFT_129210,P152DRAFT_129210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414325,P152DRAFT_129489,P152DRAFT_129489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414326,P152DRAFT_129562,P152DRAFT_129562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414327,P152DRAFT_129598,P152DRAFT_129598,-,-,Unknown,-,Di-copper centre-containing protein,protein-coding,-,-,-,Di-copper centre-containing protein,20210313,-
1392243,54414328,P152DRAFT_129658,P152DRAFT_129658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414329,P152DRAFT_129666,P152DRAFT_129666,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414330,P152DRAFT_129840,P152DRAFT_129840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414331,P152DRAFT_129870,P152DRAFT_129870,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414332,P152DRAFT_130256,P152DRAFT_130256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414333,P152DRAFT_130287,P152DRAFT_130287,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414334,P152DRAFT_130294,P152DRAFT_130294,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414335,P152DRAFT_130313,P152DRAFT_130313,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414336,P152DRAFT_1304,P152DRAFT_1304,-,-,Unknown,-,DUF726-domain-containing protein,protein-coding,-,-,-,DUF726-domain-containing protein,20210313,-
1392243,54414337,P152DRAFT_130406,P152DRAFT_130406,-,-,Unknown,-,40S ribosomal protein S12,protein-coding,-,-,-,40S ribosomal protein S12,20210313,-
1392243,54414338,P152DRAFT_130840,P152DRAFT_130840,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414339,P152DRAFT_130841,P152DRAFT_130841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414340,P152DRAFT_130917,P152DRAFT_130917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414341,P152DRAFT_130933,P152DRAFT_130933,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414342,P152DRAFT_130965,P152DRAFT_130965,-,-,Unknown,-,putative sphingoid long-chain base transporter RSB1,protein-coding,-,-,-,putative sphingoid long-chain base transporter RSB1,20210313,-
1392243,54414343,P152DRAFT_130969,P152DRAFT_130969,-,-,Unknown,-,ATP-dependent RNA helicase DBP8,protein-coding,-,-,-,ATP-dependent RNA helicase DBP8,20210313,-
1392243,54414344,P152DRAFT_131005,P152DRAFT_131005,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414345,P152DRAFT_131100,P152DRAFT_131100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414346,P152DRAFT_131136,P152DRAFT_131136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414347,P152DRAFT_131242,P152DRAFT_131242,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54414348,P152DRAFT_131263,P152DRAFT_131263,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414349,P152DRAFT_131315,P152DRAFT_131315,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414350,P152DRAFT_131898,P152DRAFT_131898,-,-,Unknown,-,SYF2-domain-containing protein,protein-coding,-,-,-,SYF2-domain-containing protein,20210313,-
1392243,54414351,P152DRAFT_131915,P152DRAFT_131915,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414352,P152DRAFT_132104,P152DRAFT_132104,-,-,Unknown,-,Annexin,protein-coding,-,-,-,Annexin,20210313,-
1392243,54414353,P152DRAFT_1325,P152DRAFT_1325,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414354,P152DRAFT_133023,P152DRAFT_133023,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414355,P152DRAFT_133056,P152DRAFT_133056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414356,P152DRAFT_133222,P152DRAFT_133222,-,-,Unknown,-,neuronal calcium sensor 1,protein-coding,-,-,-,neuronal calcium sensor 1,20210313,-
1392243,54414357,P152DRAFT_133332,P152DRAFT_133332,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414358,P152DRAFT_133399,P152DRAFT_133399,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414359,P152DRAFT_133404,P152DRAFT_133404,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210313,-
1392243,54414360,P152DRAFT_133471,P152DRAFT_133471,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414361,P152DRAFT_133507,P152DRAFT_133507,-,-,Unknown,-,TPR-like protein,protein-coding,-,-,-,TPR-like protein,20210313,-
1392243,54414362,P152DRAFT_133511,P152DRAFT_133511,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54414363,P152DRAFT_133642,P152DRAFT_133642,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414364,P152DRAFT_133653,P152DRAFT_133653,-,-,Unknown,-,KH domain RNA-binding protein,protein-coding,-,-,-,KH domain RNA-binding protein,20210313,-
1392243,54414365,P152DRAFT_133724,P152DRAFT_133724,-,-,Unknown,-,Emopamil-binding protein,protein-coding,-,-,-,Emopamil-binding protein,20210313,-
1392243,54414366,P152DRAFT_133737,P152DRAFT_133737,-,-,Unknown,-,spermine/spermidine synthase,protein-coding,-,-,-,spermine/spermidine synthase,20210313,-
1392243,54414367,P152DRAFT_133743,P152DRAFT_133743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414368,P152DRAFT_133744,P152DRAFT_133744,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414369,P152DRAFT_133774,P152DRAFT_133774,-,-,Unknown,-,glutathione-dependent formaldehyde-activating,protein-coding,-,-,-,glutathione-dependent formaldehyde-activating,20210313,-
1392243,54414370,P152DRAFT_13383,P152DRAFT_13383,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414371,P152DRAFT_133905,P152DRAFT_133905,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414372,P152DRAFT_133949,P152DRAFT_133949,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414373,P152DRAFT_133990,P152DRAFT_133990,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414374,P152DRAFT_134155,P152DRAFT_134155,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210313,-
1392243,54414375,P152DRAFT_134199,P152DRAFT_134199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414376,P152DRAFT_135042,P152DRAFT_135042,-,-,Unknown,-,MAP kinase-like protein,protein-coding,-,-,-,MAP kinase-like protein,20210313,-
1392243,54414377,P152DRAFT_135325,P152DRAFT_135325,-,-,Unknown,-,amino acid permease Dip5,protein-coding,-,-,-,amino acid permease Dip5,20210313,-
1392243,54414378,P152DRAFT_135371,P152DRAFT_135371,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414379,P152DRAFT_135389,P152DRAFT_135389,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210313,-
1392243,54414380,P152DRAFT_135414,P152DRAFT_135414,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414381,P152DRAFT_135818,P152DRAFT_135818,-,-,Unknown,-,ATP-dependent permease MDL1,protein-coding,-,-,-,ATP-dependent permease MDL1,20210313,-
1392243,54414382,P152DRAFT_135994,P152DRAFT_135994,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414383,P152DRAFT_136437,P152DRAFT_136437,-,-,Unknown,-,putative sister chromatid cohesion protein,protein-coding,-,-,-,putative sister chromatid cohesion protein,20210313,-
1392243,54414384,P152DRAFT_136564,P152DRAFT_136564,-,-,Unknown,-,xylose isomerase-like protein,protein-coding,-,-,-,xylose isomerase-like protein,20210313,-
1392243,54414385,P152DRAFT_136617,P152DRAFT_136617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414386,P152DRAFT_137064,P152DRAFT_137064,-,-,Unknown,-,Dehydroquinase,protein-coding,-,-,-,Dehydroquinase,20210313,-
1392243,54414387,P152DRAFT_137146,P152DRAFT_137146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414388,P152DRAFT_137190,P152DRAFT_137190,-,-,Unknown,-,DOLPP1 protein,protein-coding,-,-,-,DOLPP1 protein,20210313,-
1392243,54414389,P152DRAFT_137636,P152DRAFT_137636,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414390,P152DRAFT_137726,P152DRAFT_137726,-,-,Unknown,-,cleft lip and palate transmembrane 1,protein-coding,-,-,-,cleft lip and palate transmembrane 1,20210313,-
1392243,54414391,P152DRAFT_137742,P152DRAFT_137742,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414392,P152DRAFT_137967,P152DRAFT_137967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414393,P152DRAFT_138543,P152DRAFT_138543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414394,P152DRAFT_138750,P152DRAFT_138750,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414395,P152DRAFT_138816,P152DRAFT_138816,-,-,Unknown,-,putative chromosome segregation protein Cse1,protein-coding,-,-,-,putative chromosome segregation protein Cse1,20210313,-
1392243,54414396,P152DRAFT_138913,P152DRAFT_138913,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54414397,P152DRAFT_138942,P152DRAFT_138942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414398,P152DRAFT_138966,P152DRAFT_138966,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414399,P152DRAFT_139103,P152DRAFT_139103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414400,P152DRAFT_139115,P152DRAFT_139115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414401,P152DRAFT_139129,P152DRAFT_139129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414402,P152DRAFT_139147,P152DRAFT_139147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414403,P152DRAFT_139148,P152DRAFT_139148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414404,P152DRAFT_139150,P152DRAFT_139150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414405,P152DRAFT_139322,P152DRAFT_139322,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54414406,P152DRAFT_139414,P152DRAFT_139414,-,-,Unknown,-,phthalate transporter,protein-coding,-,-,-,phthalate transporter,20210313,-
1392243,54414407,P152DRAFT_139588,P152DRAFT_139588,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414408,P152DRAFT_139591,P152DRAFT_139591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414409,P152DRAFT_139808,P152DRAFT_139808,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414410,P152DRAFT_139996,P152DRAFT_139996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414411,P152DRAFT_140002,P152DRAFT_140002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414412,P152DRAFT_140026,P152DRAFT_140026,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414413,P152DRAFT_140064,P152DRAFT_140064,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414414,P152DRAFT_140144,P152DRAFT_140144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414415,P152DRAFT_140156,P152DRAFT_140156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414416,P152DRAFT_140167,P152DRAFT_140167,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54414417,P152DRAFT_14033,P152DRAFT_14033,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414418,P152DRAFT_140374,P152DRAFT_140374,-,-,Unknown,-,cysteine proteinase,protein-coding,-,-,-,cysteine proteinase,20210313,-
1392243,54414419,P152DRAFT_140413,P152DRAFT_140413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414420,P152DRAFT_140828,P152DRAFT_140828,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414421,P152DRAFT_140985,P152DRAFT_140985,-,-,Unknown,-,putative thiamine pyrophosphokinase,protein-coding,-,-,-,putative thiamine pyrophosphokinase,20210313,-
1392243,54414422,P152DRAFT_141046,P152DRAFT_141046,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54414423,P152DRAFT_141206,P152DRAFT_141206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414424,P152DRAFT_141473,P152DRAFT_141473,-,-,Unknown,-,lipoyltransferase,protein-coding,-,-,-,lipoyltransferase,20210313,-
1392243,54414425,P152DRAFT_141539,P152DRAFT_141539,-,-,Unknown,-,beta-lactamase/transpeptidase-like protein,protein-coding,-,-,-,beta-lactamase/transpeptidase-like protein,20210313,-
1392243,54414426,P152DRAFT_141557,P152DRAFT_141557,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54414427,P152DRAFT_141576,P152DRAFT_141576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54414428,P152DRAFT_141643,P152DRAFT_141643,-,-,Unknown,-,oligopeptide transporter,protein-coding,-,-,-,oligopeptide transporter,20210313,-
