#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
301207,54440093,BU25DRAFT_100067,BU25DRAFT_100067,-,-,Unknown,-,Xanthine/uracil permease,protein-coding,-,-,-,Xanthine/uracil permease,20210320,-
301207,54440266,BU25DRAFT_117067,BU25DRAFT_117067,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440267,BU25DRAFT_117129,BU25DRAFT_117129,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210320,-
301207,54440268,BU25DRAFT_11720,BU25DRAFT_11720,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440269,BU25DRAFT_117201,BU25DRAFT_117201,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440270,BU25DRAFT_117245,BU25DRAFT_117245,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
301207,54440271,BU25DRAFT_117417,BU25DRAFT_117417,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440272,BU25DRAFT_117431,BU25DRAFT_117431,-,-,Unknown,-,D-glycerate 3-kinase-like protein,protein-coding,-,-,-,D-glycerate 3-kinase-like protein,20210320,-
301207,54440273,BU25DRAFT_11754,BU25DRAFT_11754,-,-,Unknown,-,ras-domain-containing protein,protein-coding,-,-,-,ras-domain-containing protein,20210320,-
301207,54440274,BU25DRAFT_117619,BU25DRAFT_117619,-,-,Unknown,-,regulator of G protein signaling superfamily,protein-coding,-,-,-,regulator of G protein signaling superfamily,20210320,-
301207,54440275,BU25DRAFT_117629,BU25DRAFT_117629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440276,BU25DRAFT_117649,BU25DRAFT_117649,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440277,BU25DRAFT_117754,BU25DRAFT_117754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440278,BU25DRAFT_117766,BU25DRAFT_117766,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440279,BU25DRAFT_117897,BU25DRAFT_117897,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440280,BU25DRAFT_117899,BU25DRAFT_117899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440281,BU25DRAFT_117948,BU25DRAFT_117948,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210320,-
301207,54440282,BU25DRAFT_117976,BU25DRAFT_117976,-,-,Unknown,-,carbohydrate phosphatase,protein-coding,-,-,-,carbohydrate phosphatase,20210320,-
301207,54440283,BU25DRAFT_117978,BU25DRAFT_117978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440284,BU25DRAFT_118049,BU25DRAFT_118049,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440285,BU25DRAFT_11834,BU25DRAFT_11834,-,-,Unknown,-,p53-like transcription factor,protein-coding,-,-,-,p53-like transcription factor,20210320,-
301207,54440286,BU25DRAFT_118669,BU25DRAFT_118669,-,-,Unknown,-,ATP-dependent DNA helicase,protein-coding,-,-,-,ATP-dependent DNA helicase,20210320,-
301207,54440287,BU25DRAFT_118790,BU25DRAFT_118790,-,-,Unknown,-,ribonuclease H-like protein,protein-coding,-,-,-,ribonuclease H-like protein,20210320,-
301207,54440288,BU25DRAFT_118796,BU25DRAFT_118796,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440289,BU25DRAFT_119249,BU25DRAFT_119249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440290,BU25DRAFT_11938,BU25DRAFT_11938,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440291,BU25DRAFT_119497,BU25DRAFT_119497,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440292,BU25DRAFT_119542,BU25DRAFT_119542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440293,BU25DRAFT_119594,BU25DRAFT_119594,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440294,BU25DRAFT_119649,BU25DRAFT_119649,-,-,Unknown,-,aromatic compound dioxygenase,protein-coding,-,-,-,aromatic compound dioxygenase,20210320,-
301207,54440295,BU25DRAFT_11987,BU25DRAFT_11987,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210320,-
301207,54440296,BU25DRAFT_120213,BU25DRAFT_120213,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440297,BU25DRAFT_120320,BU25DRAFT_120320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440298,BU25DRAFT_120587,BU25DRAFT_120587,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440299,BU25DRAFT_120640,BU25DRAFT_120640,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54440300,BU25DRAFT_120786,BU25DRAFT_120786,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440301,BU25DRAFT_120818,BU25DRAFT_120818,-,-,Unknown,-,ABC1-domain-containing protein,protein-coding,-,-,-,ABC1-domain-containing protein,20210320,-
301207,54440302,BU25DRAFT_121081,BU25DRAFT_121081,-,-,Unknown,-,HECT-domain-containing protein,protein-coding,-,-,-,HECT-domain-containing protein,20210320,-
301207,54440303,BU25DRAFT_121616,BU25DRAFT_121616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440304,BU25DRAFT_121638,BU25DRAFT_121638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440305,BU25DRAFT_121656,BU25DRAFT_121656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440306,BU25DRAFT_121657,BU25DRAFT_121657,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54440307,BU25DRAFT_121673,BU25DRAFT_121673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440308,BU25DRAFT_121679,BU25DRAFT_121679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440309,BU25DRAFT_121680,BU25DRAFT_121680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54440310,BU25DRAFT_121837,BU25DRAFT_121837,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
301207,54440311,BU25DRAFT_121992,BU25DRAFT_121992,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440312,BU25DRAFT_122162,BU25DRAFT_122162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440313,BU25DRAFT_122344,BU25DRAFT_122344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440314,BU25DRAFT_122378,BU25DRAFT_122378,-,-,Unknown,-,WD repeat-containing protein,protein-coding,-,-,-,WD repeat-containing protein,20210320,-
301207,54440315,BU25DRAFT_122607,BU25DRAFT_122607,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440316,BU25DRAFT_122627,BU25DRAFT_122627,-,-,Unknown,-,glycoside hydrolase family 81 protein,protein-coding,-,-,-,glycoside hydrolase family 81 protein,20210320,-
301207,54440317,BU25DRAFT_122710,BU25DRAFT_122710,-,-,Unknown,-,ammonium transporter-like protein,protein-coding,-,-,-,ammonium transporter-like protein,20210320,-
301207,54440318,BU25DRAFT_122717,BU25DRAFT_122717,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440319,BU25DRAFT_122863,BU25DRAFT_122863,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440320,BU25DRAFT_122886,BU25DRAFT_122886,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440321,BU25DRAFT_122979,BU25DRAFT_122979,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440322,BU25DRAFT_122996,BU25DRAFT_122996,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440323,BU25DRAFT_123393,BU25DRAFT_123393,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210320,-
301207,54440324,BU25DRAFT_123436,BU25DRAFT_123436,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440325,BU25DRAFT_123480,BU25DRAFT_123480,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440326,BU25DRAFT_12352,BU25DRAFT_12352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440327,BU25DRAFT_123746,BU25DRAFT_123746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440328,BU25DRAFT_123836,BU25DRAFT_123836,-,-,Unknown,-,inosine monophosphate dehydrogenase,protein-coding,-,-,-,inosine monophosphate dehydrogenase,20210320,-
301207,54440329,BU25DRAFT_123839,BU25DRAFT_123839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440330,BU25DRAFT_123947,BU25DRAFT_123947,-,-,Unknown,-,multicopper oxidase,protein-coding,-,-,-,multicopper oxidase,20210320,-
301207,54440331,BU25DRAFT_123988,BU25DRAFT_123988,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440332,BU25DRAFT_124014,BU25DRAFT_124014,-,-,Unknown,-,mitochondrial carrier protein-like protein,protein-coding,-,-,-,mitochondrial carrier protein-like protein,20210320,-
301207,54440333,BU25DRAFT_124307,BU25DRAFT_124307,-,-,Unknown,-,endosomal P24A protein-like protein,protein-coding,-,-,-,endosomal P24A protein-like protein,20210320,-
301207,54440334,BU25DRAFT_124308,BU25DRAFT_124308,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210320,-
301207,54440335,BU25DRAFT_124309,BU25DRAFT_124309,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440336,BU25DRAFT_124602,BU25DRAFT_124602,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
301207,54440337,BU25DRAFT_124604,BU25DRAFT_124604,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440338,BU25DRAFT_124923,BU25DRAFT_124923,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440339,BU25DRAFT_124991,BU25DRAFT_124991,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440340,BU25DRAFT_125029,BU25DRAFT_125029,-,-,Unknown,-,FabD/lysophospholipase-like protein,protein-coding,-,-,-,FabD/lysophospholipase-like protein,20210320,-
301207,54440341,BU25DRAFT_12504,BU25DRAFT_12504,-,-,Unknown,-,dolichol phosphate mannosyltransferas-like protein subunit 3,protein-coding,-,-,-,dolichol phosphate mannosyltransferas-like protein subunit 3,20210320,-
301207,54440342,BU25DRAFT_125193,BU25DRAFT_125193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440343,BU25DRAFT_12579,BU25DRAFT_12579,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440344,BU25DRAFT_12630,BU25DRAFT_12630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440345,BU25DRAFT_12687,BU25DRAFT_12687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440346,BU25DRAFT_12705,BU25DRAFT_12705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440347,BU25DRAFT_127537,BU25DRAFT_127537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440348,BU25DRAFT_12773,BU25DRAFT_12773,-,-,Unknown,-,FAD/FMN-containing isoamyl alcohol oxidase-like protein MreA,protein-coding,-,-,-,FAD/FMN-containing isoamyl alcohol oxidase-like protein MreA,20210320,-
301207,54440349,BU25DRAFT_127755,BU25DRAFT_127755,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440350,BU25DRAFT_127855,BU25DRAFT_127855,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440351,BU25DRAFT_128066,BU25DRAFT_128066,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440352,BU25DRAFT_128073,BU25DRAFT_128073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440353,BU25DRAFT_128205,BU25DRAFT_128205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440354,BU25DRAFT_128226,BU25DRAFT_128226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440355,BU25DRAFT_12838,BU25DRAFT_12838,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440356,BU25DRAFT_128465,BU25DRAFT_128465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440357,BU25DRAFT_128558,BU25DRAFT_128558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440358,BU25DRAFT_128690,BU25DRAFT_128690,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440359,BU25DRAFT_128694,BU25DRAFT_128694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440360,BU25DRAFT_128845,BU25DRAFT_128845,-,-,Unknown,-,"beta,beta-carotene 9',10'-dioxygenase",protein-coding,-,-,-,"beta,beta-carotene 9',10'-dioxygenase",20210320,-
301207,54440361,BU25DRAFT_128953,BU25DRAFT_128953,-,-,Unknown,-,late sexual development protein,protein-coding,-,-,-,late sexual development protein,20210320,-
301207,54440362,BU25DRAFT_129220,BU25DRAFT_129220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440363,BU25DRAFT_129302,BU25DRAFT_129302,-,-,Unknown,-,PLP-dependent transferase,protein-coding,-,-,-,PLP-dependent transferase,20210320,-
301207,54440364,BU25DRAFT_129390,BU25DRAFT_129390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440365,BU25DRAFT_129454,BU25DRAFT_129454,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440366,BU25DRAFT_129484,BU25DRAFT_129484,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440367,BU25DRAFT_129496,BU25DRAFT_129496,-,-,Unknown,-,ARM repeat-containing protein,protein-coding,-,-,-,ARM repeat-containing protein,20210320,-
301207,54440368,BU25DRAFT_129547,BU25DRAFT_129547,-,-,Unknown,-,arylsulfatase precursor,protein-coding,-,-,-,arylsulfatase precursor,20210320,-
301207,54440369,BU25DRAFT_129602,BU25DRAFT_129602,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440370,BU25DRAFT_129649,BU25DRAFT_129649,-,-,Unknown,-,ubiquitinyl hydrolase,protein-coding,-,-,-,ubiquitinyl hydrolase,20210320,-
301207,54440371,BU25DRAFT_12972,BU25DRAFT_12972,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440372,BU25DRAFT_129727,BU25DRAFT_129727,-,-,Unknown,-,"splicing factor, CC1-like protein",protein-coding,-,-,-,"splicing factor, CC1-like protein",20210320,-
301207,54440373,BU25DRAFT_129733,BU25DRAFT_129733,-,-,Unknown,-,Inositolphosphorylceramide-B hydroxylase,protein-coding,-,-,-,Inositolphosphorylceramide-B hydroxylase,20210320,-
301207,54440374,BU25DRAFT_129897,BU25DRAFT_129897,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440375,BU25DRAFT_129932,BU25DRAFT_129932,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440376,BU25DRAFT_129935,BU25DRAFT_129935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440377,BU25DRAFT_130013,BU25DRAFT_130013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440378,BU25DRAFT_130278,BU25DRAFT_130278,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440379,BU25DRAFT_130359,BU25DRAFT_130359,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440380,BU25DRAFT_130476,BU25DRAFT_130476,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440381,BU25DRAFT_130505,BU25DRAFT_130505,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210320,-
301207,54440382,BU25DRAFT_130796,BU25DRAFT_130796,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440383,BU25DRAFT_131025,BU25DRAFT_131025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440384,BU25DRAFT_131027,BU25DRAFT_131027,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440385,BU25DRAFT_131347,BU25DRAFT_131347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440386,BU25DRAFT_131354,BU25DRAFT_131354,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440387,BU25DRAFT_131374,BU25DRAFT_131374,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440388,BU25DRAFT_131606,BU25DRAFT_131606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440389,BU25DRAFT_131609,BU25DRAFT_131609,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440390,BU25DRAFT_131656,BU25DRAFT_131656,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210320,-
301207,54440391,BU25DRAFT_131730,BU25DRAFT_131730,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440392,BU25DRAFT_13174,BU25DRAFT_13174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440393,BU25DRAFT_131950,BU25DRAFT_131950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440394,BU25DRAFT_132015,BU25DRAFT_132015,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440395,BU25DRAFT_132083,BU25DRAFT_132083,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440396,BU25DRAFT_132151,BU25DRAFT_132151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440397,BU25DRAFT_132490,BU25DRAFT_132490,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440398,BU25DRAFT_132496,BU25DRAFT_132496,-,-,Unknown,-,thioredoxin-like protein,protein-coding,-,-,-,thioredoxin-like protein,20210320,-
301207,54440399,BU25DRAFT_132516,BU25DRAFT_132516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440400,BU25DRAFT_132584,BU25DRAFT_132584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440401,BU25DRAFT_132606,BU25DRAFT_132606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54440402,BU25DRAFT_132743,BU25DRAFT_132743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440403,BU25DRAFT_132789,BU25DRAFT_132789,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54440404,BU25DRAFT_132798,BU25DRAFT_132798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
